vd, vg, freq, Ids
0.000,0.000,0.0000,0.0000
0.000,0.010,0.0000,-75.84e-15
0.000,0.020,0.0000,-138.4e-15
0.000,0.030,0.0000,-188.6e-15
0.000,0.040,0.0000,-227.0e-15
0.000,0.050,0.0000,-254.5e-15
0.000,0.060,0.0000,-271.7e-15
0.000,0.070,0.0000,-279.3e-15
0.000,0.080,0.0000,-278.0e-15
0.000,0.090,0.0000,-268.4e-15
0.000,0.100,0.0000,-251.1e-15
0.000,0.110,0.0000,-226.8e-15
0.000,0.120,0.0000,-196.2e-15
0.000,0.130,0.0000,-160.2e-15
0.000,0.140,0.0000,-120.2e-15
0.000,0.150,0.0000,-80.53e-15
0.000,0.160,0.0000,-58.08e-15
0.000,0.170,0.0000,-84.60e-15
0.000,0.180,0.0000,-145.3e-15
0.000,0.190,0.0000,-223.3e-15
0.000,0.200,0.0000,-314.9e-15
0.000,0.210,0.0000,-419.5e-15
0.000,0.220,0.0000,-537.6e-15
0.000,0.230,0.0000,-669.6e-15
0.000,0.240,0.0000,-816.2e-15
0.000,0.250,0.0000,-978.2e-15
0.000,0.260,0.0000,-1.156e-12
0.000,0.270,0.0000,-1.352e-12
0.000,0.280,0.0000,-1.565e-12
0.000,0.290,0.0000,-1.797e-12
0.000,0.300,0.0000,-2.049e-12
0.000,0.310,0.0000,-2.322e-12
0.000,0.320,0.0000,-2.617e-12
0.000,0.330,0.0000,-2.935e-12
0.000,0.340,0.0000,-3.278e-12
0.000,0.350,0.0000,-3.648e-12
0.000,0.360,0.0000,-4.045e-12
0.000,0.370,0.0000,-4.471e-12
0.000,0.380,0.0000,-4.930e-12
0.000,0.390,0.0000,-5.424e-12
0.000,0.400,0.0000,-5.955e-12
0.000,0.410,0.0000,-6.530e-12
0.000,0.420,0.0000,-7.153e-12
0.000,0.430,0.0000,-7.833e-12
0.000,0.440,0.0000,-8.580e-12
0.000,0.450,0.0000,-9.408e-12
0.000,0.460,0.0000,-10.34e-12
0.000,0.470,0.0000,-11.38e-12
0.000,0.480,0.0000,-12.58e-12
0.000,0.490,0.0000,-13.93e-12
0.000,0.500,0.0000,-15.48e-12
0.000,0.510,0.0000,-17.23e-12
0.000,0.520,0.0000,-19.19e-12
0.000,0.530,0.0000,-21.36e-12
0.000,0.540,0.0000,-23.75e-12
0.000,0.550,0.0000,-26.34e-12
0.000,0.560,0.0000,-29.15e-12
0.000,0.570,0.0000,-32.16e-12
0.000,0.580,0.0000,-35.39e-12
0.000,0.590,0.0000,-38.84e-12
0.000,0.600,0.0000,-42.51e-12
0.000,0.610,0.0000,-46.42e-12
0.000,0.620,0.0000,-50.56e-12
0.000,0.630,0.0000,-54.96e-12
0.000,0.640,0.0000,-59.62e-12
0.000,0.650,0.0000,-64.56e-12
0.000,0.660,0.0000,-69.78e-12
0.000,0.670,0.0000,-75.30e-12
0.000,0.680,0.0000,-81.13e-12
0.000,0.690,0.0000,-87.28e-12
0.000,0.700,0.0000,-93.78e-12
0.000,0.710,0.0000,-100.6e-12
0.000,0.720,0.0000,-107.8e-12
0.000,0.730,0.0000,-115.4e-12
0.000,0.740,0.0000,-123.4e-12
0.000,0.750,0.0000,-131.9e-12
0.000,0.760,0.0000,-140.7e-12
0.000,0.770,0.0000,-150.0e-12
0.000,0.780,0.0000,-159.8e-12
0.000,0.790,0.0000,-170.0e-12
0.000,0.800,0.0000,-180.8e-12
0.000,0.810,0.0000,-192.1e-12
0.000,0.820,0.0000,-204.0e-12
0.000,0.830,0.0000,-216.4e-12
0.000,0.840,0.0000,-229.4e-12
0.000,0.850,0.0000,-243.1e-12
0.000,0.860,0.0000,-257.4e-12
0.000,0.870,0.0000,-272.4e-12
0.000,0.880,0.0000,-288.0e-12
0.000,0.890,0.0000,-304.4e-12
0.000,0.900,0.0000,-321.6e-12
0.010,0.000,0.0000,214.6e-12
0.010,0.010,0.0000,277.2e-12
0.010,0.020,0.0000,358.1e-12
0.010,0.030,0.0000,462.6e-12
0.010,0.040,0.0000,597.6e-12
0.010,0.050,0.0000,771.9e-12
0.010,0.060,0.0000,996.9e-12
0.010,0.070,0.0000,1.287e-9
0.010,0.080,0.0000,1.662e-9
0.010,0.090,0.0000,2.145e-9
0.010,0.100,0.0000,2.767e-9
0.010,0.110,0.0000,3.570e-9
0.010,0.120,0.0000,4.603e-9
0.010,0.130,0.0000,5.933e-9
0.010,0.140,0.0000,7.644e-9
0.010,0.150,0.0000,9.844e-9
0.010,0.160,0.0000,12.67e-9
0.010,0.170,0.0000,16.30e-9
0.010,0.180,0.0000,20.95e-9
0.010,0.190,0.0000,26.90e-9
0.010,0.200,0.0000,34.52e-9
0.010,0.210,0.0000,44.25e-9
0.010,0.220,0.0000,56.66e-9
0.010,0.230,0.0000,72.47e-9
0.010,0.240,0.0000,92.54e-9
0.010,0.250,0.0000,118.0e-9
0.010,0.260,0.0000,150.2e-9
0.010,0.270,0.0000,190.8e-9
0.010,0.280,0.0000,241.9e-9
0.010,0.290,0.0000,305.9e-9
0.010,0.300,0.0000,385.7e-9
0.010,0.310,0.0000,485.1e-9
0.010,0.320,0.0000,608.0e-9
0.010,0.330,0.0000,759.4e-9
0.010,0.340,0.0000,944.8e-9
0.010,0.350,0.0000,1.171e-6
0.010,0.360,0.0000,1.443e-6
0.010,0.370,0.0000,1.771e-6
0.010,0.380,0.0000,2.162e-6
0.010,0.390,0.0000,2.623e-6
0.010,0.400,0.0000,3.163e-6
0.010,0.410,0.0000,3.788e-6
0.010,0.420,0.0000,4.506e-6
0.010,0.430,0.0000,5.320e-6
0.010,0.440,0.0000,6.232e-6
0.010,0.450,0.0000,7.242e-6
0.010,0.460,0.0000,8.346e-6
0.010,0.470,0.0000,9.538e-6
0.010,0.480,0.0000,10.81e-6
0.010,0.490,0.0000,12.15e-6
0.010,0.500,0.0000,13.53e-6
0.010,0.510,0.0000,14.96e-6
0.010,0.520,0.0000,16.41e-6
0.010,0.530,0.0000,17.86e-6
0.010,0.540,0.0000,19.31e-6
0.010,0.550,0.0000,20.74e-6
0.010,0.560,0.0000,22.14e-6
0.010,0.570,0.0000,23.51e-6
0.010,0.580,0.0000,24.82e-6
0.010,0.590,0.0000,26.09e-6
0.010,0.600,0.0000,27.30e-6
0.010,0.610,0.0000,28.46e-6
0.010,0.620,0.0000,29.56e-6
0.010,0.630,0.0000,30.60e-6
0.010,0.640,0.0000,31.60e-6
0.010,0.650,0.0000,32.53e-6
0.010,0.660,0.0000,33.42e-6
0.010,0.670,0.0000,34.26e-6
0.010,0.680,0.0000,35.05e-6
0.010,0.690,0.0000,35.79e-6
0.010,0.700,0.0000,36.50e-6
0.010,0.710,0.0000,37.17e-6
0.010,0.720,0.0000,37.80e-6
0.010,0.730,0.0000,38.39e-6
0.010,0.740,0.0000,38.96e-6
0.010,0.750,0.0000,39.50e-6
0.010,0.760,0.0000,40.00e-6
0.010,0.770,0.0000,40.48e-6
0.010,0.780,0.0000,40.94e-6
0.010,0.790,0.0000,41.38e-6
0.010,0.800,0.0000,41.79e-6
0.010,0.810,0.0000,42.18e-6
0.010,0.820,0.0000,42.56e-6
0.010,0.830,0.0000,42.92e-6
0.010,0.840,0.0000,43.26e-6
0.010,0.850,0.0000,43.59e-6
0.010,0.860,0.0000,43.90e-6
0.010,0.870,0.0000,44.20e-6
0.010,0.880,0.0000,44.49e-6
0.010,0.890,0.0000,44.76e-6
0.010,0.900,0.0000,45.02e-6
0.020,0.000,0.0000,384.0e-12
0.020,0.010,0.0000,496.1e-12
0.020,0.020,0.0000,640.8e-12
0.020,0.030,0.0000,827.9e-12
0.020,0.040,0.0000,1.069e-9
0.020,0.050,0.0000,1.381e-9
0.020,0.060,0.0000,1.784e-9
0.020,0.070,0.0000,2.303e-9
0.020,0.080,0.0000,2.973e-9
0.020,0.090,0.0000,3.837e-9
0.020,0.100,0.0000,4.950e-9
0.020,0.110,0.0000,6.385e-9
0.020,0.120,0.0000,8.233e-9
0.020,0.130,0.0000,10.61e-9
0.020,0.140,0.0000,13.67e-9
0.020,0.150,0.0000,17.60e-9
0.020,0.160,0.0000,22.65e-9
0.020,0.170,0.0000,29.14e-9
0.020,0.180,0.0000,37.45e-9
0.020,0.190,0.0000,48.09e-9
0.020,0.200,0.0000,61.70e-9
0.020,0.210,0.0000,79.09e-9
0.020,0.220,0.0000,101.3e-9
0.020,0.230,0.0000,129.5e-9
0.020,0.240,0.0000,165.3e-9
0.020,0.250,0.0000,210.8e-9
0.020,0.260,0.0000,268.3e-9
0.020,0.270,0.0000,340.9e-9
0.020,0.280,0.0000,432.1e-9
0.020,0.290,0.0000,546.5e-9
0.020,0.300,0.0000,689.3e-9
0.020,0.310,0.0000,867.1e-9
0.020,0.320,0.0000,1.087e-6
0.020,0.330,0.0000,1.359e-6
0.020,0.340,0.0000,1.692e-6
0.020,0.350,0.0000,2.099e-6
0.020,0.360,0.0000,2.591e-6
0.020,0.370,0.0000,3.185e-6
0.020,0.380,0.0000,3.895e-6
0.020,0.390,0.0000,4.737e-6
0.020,0.400,0.0000,5.727e-6
0.020,0.410,0.0000,6.881e-6
0.020,0.420,0.0000,8.212e-6
0.020,0.430,0.0000,9.731e-6
0.020,0.440,0.0000,11.45e-6
0.020,0.450,0.0000,13.36e-6
0.020,0.460,0.0000,15.46e-6
0.020,0.470,0.0000,17.74e-6
0.020,0.480,0.0000,20.19e-6
0.020,0.490,0.0000,22.79e-6
0.020,0.500,0.0000,25.50e-6
0.020,0.510,0.0000,28.30e-6
0.020,0.520,0.0000,31.15e-6
0.020,0.530,0.0000,34.03e-6
0.020,0.540,0.0000,36.91e-6
0.020,0.550,0.0000,39.76e-6
0.020,0.560,0.0000,42.56e-6
0.020,0.570,0.0000,45.29e-6
0.020,0.580,0.0000,47.94e-6
0.020,0.590,0.0000,50.49e-6
0.020,0.600,0.0000,52.94e-6
0.020,0.610,0.0000,55.28e-6
0.020,0.620,0.0000,57.51e-6
0.020,0.630,0.0000,59.63e-6
0.020,0.640,0.0000,61.64e-6
0.020,0.650,0.0000,63.55e-6
0.020,0.660,0.0000,65.35e-6
0.020,0.670,0.0000,67.06e-6
0.020,0.680,0.0000,68.67e-6
0.020,0.690,0.0000,70.20e-6
0.020,0.700,0.0000,71.64e-6
0.020,0.710,0.0000,73.00e-6
0.020,0.720,0.0000,74.29e-6
0.020,0.730,0.0000,75.51e-6
0.020,0.740,0.0000,76.67e-6
0.020,0.750,0.0000,77.77e-6
0.020,0.760,0.0000,78.81e-6
0.020,0.770,0.0000,79.80e-6
0.020,0.780,0.0000,80.74e-6
0.020,0.790,0.0000,81.63e-6
0.020,0.800,0.0000,82.48e-6
0.020,0.810,0.0000,83.29e-6
0.020,0.820,0.0000,84.06e-6
0.020,0.830,0.0000,84.80e-6
0.020,0.840,0.0000,85.50e-6
0.020,0.850,0.0000,86.18e-6
0.020,0.860,0.0000,86.82e-6
0.020,0.870,0.0000,87.44e-6
0.020,0.880,0.0000,88.03e-6
0.020,0.890,0.0000,88.59e-6
0.020,0.900,0.0000,89.14e-6
0.030,0.000,0.0000,513.3e-12
0.030,0.010,0.0000,663.1e-12
0.030,0.020,0.0000,856.6e-12
0.030,0.030,0.0000,1.107e-9
0.030,0.040,0.0000,1.429e-9
0.030,0.050,0.0000,1.846e-9
0.030,0.060,0.0000,2.384e-9
0.030,0.070,0.0000,3.078e-9
0.030,0.080,0.0000,3.973e-9
0.030,0.090,0.0000,5.127e-9
0.030,0.100,0.0000,6.614e-9
0.030,0.110,0.0000,8.531e-9
0.030,0.120,0.0000,11.00e-9
0.030,0.130,0.0000,14.18e-9
0.030,0.140,0.0000,18.26e-9
0.030,0.150,0.0000,23.51e-9
0.030,0.160,0.0000,30.26e-9
0.030,0.170,0.0000,38.91e-9
0.030,0.180,0.0000,50.00e-9
0.030,0.190,0.0000,64.21e-9
0.030,0.200,0.0000,82.38e-9
0.030,0.210,0.0000,105.6e-9
0.030,0.220,0.0000,135.2e-9
0.030,0.230,0.0000,172.8e-9
0.030,0.240,0.0000,220.7e-9
0.030,0.250,0.0000,281.3e-9
0.030,0.260,0.0000,358.1e-9
0.030,0.270,0.0000,454.8e-9
0.030,0.280,0.0000,576.6e-9
0.030,0.290,0.0000,729.3e-9
0.030,0.300,0.0000,920.1e-9
0.030,0.310,0.0000,1.158e-6
0.030,0.320,0.0000,1.452e-6
0.030,0.330,0.0000,1.816e-6
0.030,0.340,0.0000,2.263e-6
0.030,0.350,0.0000,2.810e-6
0.030,0.360,0.0000,3.474e-6
0.030,0.370,0.0000,4.277e-6
0.030,0.380,0.0000,5.240e-6
0.030,0.390,0.0000,6.388e-6
0.030,0.400,0.0000,7.745e-6
0.030,0.410,0.0000,9.334e-6
0.030,0.420,0.0000,11.18e-6
0.030,0.430,0.0000,13.30e-6
0.030,0.440,0.0000,15.70e-6
0.030,0.450,0.0000,18.40e-6
0.030,0.460,0.0000,21.40e-6
0.030,0.470,0.0000,24.67e-6
0.030,0.480,0.0000,28.20e-6
0.030,0.490,0.0000,31.97e-6
0.030,0.500,0.0000,35.93e-6
0.030,0.510,0.0000,40.04e-6
0.030,0.520,0.0000,44.25e-6
0.030,0.530,0.0000,48.52e-6
0.030,0.540,0.0000,52.81e-6
0.030,0.550,0.0000,57.07e-6
0.030,0.560,0.0000,61.27e-6
0.030,0.570,0.0000,65.37e-6
0.030,0.580,0.0000,69.36e-6
0.030,0.590,0.0000,73.21e-6
0.030,0.600,0.0000,76.92e-6
0.030,0.610,0.0000,80.46e-6
0.030,0.620,0.0000,83.85e-6
0.030,0.630,0.0000,87.07e-6
0.030,0.640,0.0000,90.13e-6
0.030,0.650,0.0000,93.04e-6
0.030,0.660,0.0000,95.79e-6
0.030,0.670,0.0000,98.40e-6
0.030,0.680,0.0000,100.9e-6
0.030,0.690,0.0000,103.2e-6
0.030,0.700,0.0000,105.4e-6
0.030,0.710,0.0000,107.5e-6
0.030,0.720,0.0000,109.5e-6
0.030,0.730,0.0000,111.4e-6
0.030,0.740,0.0000,113.1e-6
0.030,0.750,0.0000,114.8e-6
0.030,0.760,0.0000,116.4e-6
0.030,0.770,0.0000,117.9e-6
0.030,0.780,0.0000,119.4e-6
0.030,0.790,0.0000,120.8e-6
0.030,0.800,0.0000,122.1e-6
0.030,0.810,0.0000,123.3e-6
0.030,0.820,0.0000,124.5e-6
0.030,0.830,0.0000,125.6e-6
0.030,0.840,0.0000,126.7e-6
0.030,0.850,0.0000,127.8e-6
0.030,0.860,0.0000,128.8e-6
0.030,0.870,0.0000,129.7e-6
0.030,0.880,0.0000,130.6e-6
0.030,0.890,0.0000,131.5e-6
0.030,0.900,0.0000,132.3e-6
0.040,0.000,0.0000,611.2e-12
0.040,0.010,0.0000,789.5e-12
0.040,0.020,0.0000,1.020e-9
0.040,0.030,0.0000,1.317e-9
0.040,0.040,0.0000,1.702e-9
0.040,0.050,0.0000,2.197e-9
0.040,0.060,0.0000,2.838e-9
0.040,0.070,0.0000,3.663e-9
0.040,0.080,0.0000,4.729e-9
0.040,0.090,0.0000,6.102e-9
0.040,0.100,0.0000,7.872e-9
0.040,0.110,0.0000,10.15e-9
0.040,0.120,0.0000,13.09e-9
0.040,0.130,0.0000,16.87e-9
0.040,0.140,0.0000,21.73e-9
0.040,0.150,0.0000,27.97e-9
0.040,0.160,0.0000,36.00e-9
0.040,0.170,0.0000,46.29e-9
0.040,0.180,0.0000,59.48e-9
0.040,0.190,0.0000,76.37e-9
0.040,0.200,0.0000,97.96e-9
0.040,0.210,0.0000,125.5e-9
0.040,0.220,0.0000,160.7e-9
0.040,0.230,0.0000,205.4e-9
0.040,0.240,0.0000,262.3e-9
0.040,0.250,0.0000,334.4e-9
0.040,0.260,0.0000,425.5e-9
0.040,0.270,0.0000,540.5e-9
0.040,0.280,0.0000,685.2e-9
0.040,0.290,0.0000,866.6e-9
0.040,0.300,0.0000,1.093e-6
0.040,0.310,0.0000,1.376e-6
0.040,0.320,0.0000,1.727e-6
0.040,0.330,0.0000,2.160e-6
0.040,0.340,0.0000,2.694e-6
0.040,0.350,0.0000,3.347e-6
0.040,0.360,0.0000,4.143e-6
0.040,0.370,0.0000,5.107e-6
0.040,0.380,0.0000,6.268e-6
0.040,0.390,0.0000,7.656e-6
0.040,0.400,0.0000,9.304e-6
0.040,0.410,0.0000,11.24e-6
0.040,0.420,0.0000,13.51e-6
0.040,0.430,0.0000,16.12e-6
0.040,0.440,0.0000,19.12e-6
0.040,0.450,0.0000,22.50e-6
0.040,0.460,0.0000,26.27e-6
0.040,0.470,0.0000,30.42e-6
0.040,0.480,0.0000,34.94e-6
0.040,0.490,0.0000,39.78e-6
0.040,0.500,0.0000,44.90e-6
0.040,0.510,0.0000,50.25e-6
0.040,0.520,0.0000,55.77e-6
0.040,0.530,0.0000,61.39e-6
0.040,0.540,0.0000,67.05e-6
0.040,0.550,0.0000,72.70e-6
0.040,0.560,0.0000,78.28e-6
0.040,0.570,0.0000,83.76e-6
0.040,0.580,0.0000,89.10e-6
0.040,0.590,0.0000,94.26e-6
0.040,0.600,0.0000,99.24e-6
0.040,0.610,0.0000,104.0e-6
0.040,0.620,0.0000,108.6e-6
0.040,0.630,0.0000,112.9e-6
0.040,0.640,0.0000,117.1e-6
0.040,0.650,0.0000,121.0e-6
0.040,0.660,0.0000,124.7e-6
0.040,0.670,0.0000,128.3e-6
0.040,0.680,0.0000,131.6e-6
0.040,0.690,0.0000,134.8e-6
0.040,0.700,0.0000,137.8e-6
0.040,0.710,0.0000,140.7e-6
0.040,0.720,0.0000,143.3e-6
0.040,0.730,0.0000,145.9e-6
0.040,0.740,0.0000,148.3e-6
0.040,0.750,0.0000,150.6e-6
0.040,0.760,0.0000,152.8e-6
0.040,0.770,0.0000,154.9e-6
0.040,0.780,0.0000,156.9e-6
0.040,0.790,0.0000,158.7e-6
0.040,0.800,0.0000,160.5e-6
0.040,0.810,0.0000,162.2e-6
0.040,0.820,0.0000,163.9e-6
0.040,0.830,0.0000,165.4e-6
0.040,0.840,0.0000,166.9e-6
0.040,0.850,0.0000,168.3e-6
0.040,0.860,0.0000,169.7e-6
0.040,0.870,0.0000,171.0e-6
0.040,0.880,0.0000,172.3e-6
0.040,0.890,0.0000,173.5e-6
0.040,0.900,0.0000,174.6e-6
0.050,0.000,0.0000,687.7e-12
0.050,0.010,0.0000,888.2e-12
0.050,0.020,0.0000,1.147e-9
0.050,0.030,0.0000,1.482e-9
0.050,0.040,0.0000,1.914e-9
0.050,0.050,0.0000,2.472e-9
0.050,0.060,0.0000,3.192e-9
0.050,0.070,0.0000,4.120e-9
0.050,0.080,0.0000,5.318e-9
0.050,0.090,0.0000,6.863e-9
0.050,0.100,0.0000,8.853e-9
0.050,0.110,0.0000,11.42e-9
0.050,0.120,0.0000,14.72e-9
0.050,0.130,0.0000,18.97e-9
0.050,0.140,0.0000,24.43e-9
0.050,0.150,0.0000,31.45e-9
0.050,0.160,0.0000,40.46e-9
0.050,0.170,0.0000,52.03e-9
0.050,0.180,0.0000,66.85e-9
0.050,0.190,0.0000,85.82e-9
0.050,0.200,0.0000,110.1e-9
0.050,0.210,0.0000,141.0e-9
0.050,0.220,0.0000,180.5e-9
0.050,0.230,0.0000,230.7e-9
0.050,0.240,0.0000,294.5e-9
0.050,0.250,0.0000,375.4e-9
0.050,0.260,0.0000,477.7e-9
0.050,0.270,0.0000,606.7e-9
0.050,0.280,0.0000,769.0e-9
0.050,0.290,0.0000,972.5e-9
0.050,0.300,0.0000,1.227e-6
0.050,0.310,0.0000,1.544e-6
0.050,0.320,0.0000,1.938e-6
0.050,0.330,0.0000,2.425e-6
0.050,0.340,0.0000,3.025e-6
0.050,0.350,0.0000,3.761e-6
0.050,0.360,0.0000,4.658e-6
0.050,0.370,0.0000,5.747e-6
0.050,0.380,0.0000,7.061e-6
0.050,0.390,0.0000,8.638e-6
0.050,0.400,0.0000,10.52e-6
0.050,0.410,0.0000,12.74e-6
0.050,0.420,0.0000,15.34e-6
0.050,0.430,0.0000,18.36e-6
0.050,0.440,0.0000,21.83e-6
0.050,0.450,0.0000,25.79e-6
0.050,0.460,0.0000,30.22e-6
0.050,0.470,0.0000,35.15e-6
0.050,0.480,0.0000,40.53e-6
0.050,0.490,0.0000,46.35e-6
0.050,0.500,0.0000,52.54e-6
0.050,0.510,0.0000,59.04e-6
0.050,0.520,0.0000,65.79e-6
0.050,0.530,0.0000,72.70e-6
0.050,0.540,0.0000,79.69e-6
0.050,0.550,0.0000,86.70e-6
0.050,0.560,0.0000,93.65e-6
0.050,0.570,0.0000,100.5e-6
0.050,0.580,0.0000,107.2e-6
0.050,0.590,0.0000,113.7e-6
0.050,0.600,0.0000,119.9e-6
0.050,0.610,0.0000,126.0e-6
0.050,0.620,0.0000,131.7e-6
0.050,0.630,0.0000,137.2e-6
0.050,0.640,0.0000,142.5e-6
0.050,0.650,0.0000,147.5e-6
0.050,0.660,0.0000,152.2e-6
0.050,0.670,0.0000,156.7e-6
0.050,0.680,0.0000,161.0e-6
0.050,0.690,0.0000,165.0e-6
0.050,0.700,0.0000,168.8e-6
0.050,0.710,0.0000,172.5e-6
0.050,0.720,0.0000,175.9e-6
0.050,0.730,0.0000,179.2e-6
0.050,0.740,0.0000,182.3e-6
0.050,0.750,0.0000,185.2e-6
0.050,0.760,0.0000,188.0e-6
0.050,0.770,0.0000,190.7e-6
0.050,0.780,0.0000,193.2e-6
0.050,0.790,0.0000,195.6e-6
0.050,0.800,0.0000,197.9e-6
0.050,0.810,0.0000,200.1e-6
0.050,0.820,0.0000,202.2e-6
0.050,0.830,0.0000,204.2e-6
0.050,0.840,0.0000,206.1e-6
0.050,0.850,0.0000,207.9e-6
0.050,0.860,0.0000,209.7e-6
0.050,0.870,0.0000,211.4e-6
0.050,0.880,0.0000,213.0e-6
0.050,0.890,0.0000,214.5e-6
0.050,0.900,0.0000,216.0e-6
0.060,0.000,0.0000,751.4e-12
0.060,0.010,0.0000,970.4e-12
0.060,0.020,0.0000,1.253e-9
0.060,0.030,0.0000,1.619e-9
0.060,0.040,0.0000,2.091e-9
0.060,0.050,0.0000,2.700e-9
0.060,0.060,0.0000,3.486e-9
0.060,0.070,0.0000,4.501e-9
0.060,0.080,0.0000,5.809e-9
0.060,0.090,0.0000,7.495e-9
0.060,0.100,0.0000,9.668e-9
0.060,0.110,0.0000,12.47e-9
0.060,0.120,0.0000,16.07e-9
0.060,0.130,0.0000,20.71e-9
0.060,0.140,0.0000,26.67e-9
0.060,0.150,0.0000,34.33e-9
0.060,0.160,0.0000,44.17e-9
0.060,0.170,0.0000,56.78e-9
0.060,0.180,0.0000,72.95e-9
0.060,0.190,0.0000,93.64e-9
0.060,0.200,0.0000,120.1e-9
0.060,0.210,0.0000,153.8e-9
0.060,0.220,0.0000,196.9e-9
0.060,0.230,0.0000,251.6e-9
0.060,0.240,0.0000,321.1e-9
0.060,0.250,0.0000,409.2e-9
0.060,0.260,0.0000,520.6e-9
0.060,0.270,0.0000,661.0e-9
0.060,0.280,0.0000,837.7e-9
0.060,0.290,0.0000,1.059e-6
0.060,0.300,0.0000,1.336e-6
0.060,0.310,0.0000,1.682e-6
0.060,0.320,0.0000,2.110e-6
0.060,0.330,0.0000,2.641e-6
0.060,0.340,0.0000,3.294e-6
0.060,0.350,0.0000,4.095e-6
0.060,0.360,0.0000,5.074e-6
0.060,0.370,0.0000,6.263e-6
0.060,0.380,0.0000,7.701e-6
0.060,0.390,0.0000,9.428e-6
0.060,0.400,0.0000,11.49e-6
0.060,0.410,0.0000,13.93e-6
0.060,0.420,0.0000,16.81e-6
0.060,0.430,0.0000,20.16e-6
0.060,0.440,0.0000,24.03e-6
0.060,0.450,0.0000,28.45e-6
0.060,0.460,0.0000,33.45e-6
0.060,0.470,0.0000,39.02e-6
0.060,0.480,0.0000,45.16e-6
0.060,0.490,0.0000,51.83e-6
0.060,0.500,0.0000,58.98e-6
0.060,0.510,0.0000,66.54e-6
0.060,0.520,0.0000,74.43e-6
0.060,0.530,0.0000,82.55e-6
0.060,0.540,0.0000,90.82e-6
0.060,0.550,0.0000,99.14e-6
0.060,0.560,0.0000,107.4e-6
0.060,0.570,0.0000,115.6e-6
0.060,0.580,0.0000,123.6e-6
0.060,0.590,0.0000,131.5e-6
0.060,0.600,0.0000,139.0e-6
0.060,0.610,0.0000,146.3e-6
0.060,0.620,0.0000,153.3e-6
0.060,0.630,0.0000,160.0e-6
0.060,0.640,0.0000,166.4e-6
0.060,0.650,0.0000,172.4e-6
0.060,0.660,0.0000,178.2e-6
0.060,0.670,0.0000,183.7e-6
0.060,0.680,0.0000,188.9e-6
0.060,0.690,0.0000,193.8e-6
0.060,0.700,0.0000,198.5e-6
0.060,0.710,0.0000,203.0e-6
0.060,0.720,0.0000,207.2e-6
0.060,0.730,0.0000,211.2e-6
0.060,0.740,0.0000,215.0e-6
0.060,0.750,0.0000,218.6e-6
0.060,0.760,0.0000,222.0e-6
0.060,0.770,0.0000,225.3e-6
0.060,0.780,0.0000,228.4e-6
0.060,0.790,0.0000,231.4e-6
0.060,0.800,0.0000,234.2e-6
0.060,0.810,0.0000,236.9e-6
0.060,0.820,0.0000,239.4e-6
0.060,0.830,0.0000,241.9e-6
0.060,0.840,0.0000,244.3e-6
0.060,0.850,0.0000,246.5e-6
0.060,0.860,0.0000,248.7e-6
0.060,0.870,0.0000,250.7e-6
0.060,0.880,0.0000,252.7e-6
0.060,0.890,0.0000,254.6e-6
0.060,0.900,0.0000,256.4e-6
0.070,0.000,0.0000,808.2e-12
0.070,0.010,0.0000,1.044e-9
0.070,0.020,0.0000,1.348e-9
0.070,0.030,0.0000,1.741e-9
0.070,0.040,0.0000,2.249e-9
0.070,0.050,0.0000,2.904e-9
0.070,0.060,0.0000,3.749e-9
0.070,0.070,0.0000,4.840e-9
0.070,0.080,0.0000,6.246e-9
0.070,0.090,0.0000,8.059e-9
0.070,0.100,0.0000,10.39e-9
0.070,0.110,0.0000,13.40e-9
0.070,0.120,0.0000,17.28e-9
0.070,0.130,0.0000,22.26e-9
0.070,0.140,0.0000,28.67e-9
0.070,0.150,0.0000,36.90e-9
0.070,0.160,0.0000,47.46e-9
0.070,0.170,0.0000,61.01e-9
0.070,0.180,0.0000,78.37e-9
0.070,0.190,0.0000,100.6e-9
0.070,0.200,0.0000,129.0e-9
0.070,0.210,0.0000,165.2e-9
0.070,0.220,0.0000,211.4e-9
0.070,0.230,0.0000,270.1e-9
0.070,0.240,0.0000,344.6e-9
0.070,0.250,0.0000,439.1e-9
0.070,0.260,0.0000,558.4e-9
0.070,0.270,0.0000,708.9e-9
0.070,0.280,0.0000,898.2e-9
0.070,0.290,0.0000,1.135e-6
0.070,0.300,0.0000,1.432e-6
0.070,0.310,0.0000,1.802e-6
0.070,0.320,0.0000,2.260e-6
0.070,0.330,0.0000,2.828e-6
0.070,0.340,0.0000,3.527e-6
0.070,0.350,0.0000,4.385e-6
0.070,0.360,0.0000,5.433e-6
0.070,0.370,0.0000,6.707e-6
0.070,0.380,0.0000,8.248e-6
0.070,0.390,0.0000,10.10e-6
0.070,0.400,0.0000,12.32e-6
0.070,0.410,0.0000,14.95e-6
0.070,0.420,0.0000,18.05e-6
0.070,0.430,0.0000,21.67e-6
0.070,0.440,0.0000,25.87e-6
0.070,0.450,0.0000,30.68e-6
0.070,0.460,0.0000,36.14e-6
0.070,0.470,0.0000,42.26e-6
0.070,0.480,0.0000,49.03e-6
0.070,0.490,0.0000,56.44e-6
0.070,0.500,0.0000,64.42e-6
0.070,0.510,0.0000,72.92e-6
0.070,0.520,0.0000,81.84e-6
0.070,0.530,0.0000,91.08e-6
0.070,0.540,0.0000,100.5e-6
0.070,0.550,0.0000,110.1e-6
0.070,0.560,0.0000,119.7e-6
