"vd_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc]
Num. Points : [51]
Matrix Size : scalar
Type : Real","vg_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc,vg_dc]
Num. Points : [51,51]
Matrix Size : scalar
Type : Real","freq
References : ['mag(AC.I_Probe1.i)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","mag(AC.I_Probe1.i)
References : []
Dependency : [vd_dc,vg_dc,freq]
Num. Points : [51,51,51]
Matrix Size : scalar
Type : Real"
vd_dc, vg_dc, freq, ids_ac
1.200,4.300,398.1e6,3.814E-5
1.200,4.300,501.2e6,4.802E-5
1.200,4.300,631.0e6,6.045E-5
1.200,4.300,794.3e6,7.610E-5
1.200,4.300,1.000e9,9.581E-5
1.200,4.300,1.259e9,1.206E-4
1.200,4.300,1.585e9,1.518E-4
1.200,4.300,1.995e9,1.912E-4
1.200,4.300,2.512e9,2.407E-4
1.200,4.300,3.162e9,3.030E-4
1.200,4.300,3.981e9,3.814E-4
1.200,4.300,5.012e9,4.802E-4
1.200,4.300,6.310e9,0.001
1.200,4.300,7.943e9,0.001
1.200,4.300,10.00e9,0.001
1.200,4.400,100.0e3,2.488E-7
1.200,4.400,125.9e3,2.489E-7
1.200,4.400,158.5e3,2.491E-7
1.200,4.400,199.5e3,2.494E-7
1.200,4.400,251.2e3,2.498E-7
1.200,4.400,316.2e3,2.505E-7
1.200,4.400,398.1e3,2.516E-7
1.200,4.400,501.2e3,2.533E-7
1.200,4.400,631.0e3,2.559E-7
1.200,4.400,794.3e3,2.601E-7
1.200,4.400,1.000e6,2.666E-7
1.200,4.400,1.259e6,2.765E-7
1.200,4.400,1.585e6,2.916E-7
1.200,4.400,1.995e6,3.141E-7
1.200,4.400,2.512e6,3.466E-7
1.200,4.400,3.162e6,3.928E-7
1.200,4.400,3.981e6,4.565E-7
1.200,4.400,5.012e6,5.423E-7
1.200,4.400,6.310e6,6.557E-7
1.200,4.400,7.943e6,8.033E-7
1.200,4.400,10.00e6,9.932E-7
1.200,4.400,12.59e6,1.236E-6
1.200,4.400,15.85e6,1.544E-6
1.200,4.400,19.95e6,1.935E-6
1.200,4.400,25.12e6,2.428E-6
1.200,4.400,31.62e6,3.051E-6
1.200,4.400,39.81e6,3.836E-6
1.200,4.400,50.12e6,4.826E-6
1.200,4.400,63.10e6,6.073E-6
1.200,4.400,79.43e6,7.643E-6
1.200,4.400,100.0e6,9.619E-6
1.200,4.400,125.9e6,1.211E-5
1.200,4.400,158.5e6,1.524E-5
1.200,4.400,199.5e6,1.919E-5
1.200,4.400,251.2e6,2.416E-5
1.200,4.400,316.2e6,3.041E-5
1.200,4.400,398.1e6,3.828E-5
1.200,4.400,501.2e6,4.820E-5
1.200,4.400,631.0e6,6.068E-5
1.200,4.400,794.3e6,7.639E-5
1.200,4.400,1.000e9,9.616E-5
1.200,4.400,1.259e9,1.211E-4
1.200,4.400,1.585e9,1.524E-4
1.200,4.400,1.995e9,1.919E-4
1.200,4.400,2.512e9,2.416E-4
1.200,4.400,3.162e9,3.041E-4
1.200,4.400,3.981e9,3.828E-4
1.200,4.400,5.012e9,4.820E-4
1.200,4.400,6.310e9,0.001
1.200,4.400,7.943e9,0.001
1.200,4.400,10.00e9,0.001
1.200,4.500,100.0e3,2.488E-7
1.200,4.500,125.9e3,2.489E-7
1.200,4.500,158.5e3,2.491E-7
1.200,4.500,199.5e3,2.494E-7
1.200,4.500,251.2e3,2.498E-7
1.200,4.500,316.2e3,2.505E-7
1.200,4.500,398.1e3,2.516E-7
1.200,4.500,501.2e3,2.533E-7
1.200,4.500,631.0e3,2.560E-7
1.200,4.500,794.3e3,2.602E-7
1.200,4.500,1.000e6,2.667E-7
1.200,4.500,1.259e6,2.767E-7
1.200,4.500,1.585e6,2.919E-7
1.200,4.500,1.995e6,3.145E-7
1.200,4.500,2.512e6,3.472E-7
1.200,4.500,3.162e6,3.936E-7
1.200,4.500,3.981e6,4.576E-7
1.200,4.500,5.012e6,5.438E-7
1.200,4.500,6.310e6,6.577E-7
1.200,4.500,7.943e6,8.058E-7
1.200,4.500,10.00e6,9.965E-7
1.200,4.500,12.59e6,1.240E-6
1.200,4.500,15.85e6,1.550E-6
1.200,4.500,19.95e6,1.941E-6
1.200,4.500,25.12e6,2.437E-6
1.200,4.500,31.62e6,3.062E-6
1.200,4.500,39.81e6,3.850E-6
1.200,4.500,50.12e6,4.843E-6
1.200,4.500,63.10e6,6.094E-6
1.200,4.500,79.43e6,7.669E-6
1.200,4.500,100.0e6,9.653E-6
1.200,4.500,125.9e6,1.215E-5
1.200,4.500,158.5e6,1.530E-5
1.200,4.500,199.5e6,1.926E-5
1.200,4.500,251.2e6,2.424E-5
1.200,4.500,316.2e6,3.052E-5
1.200,4.500,398.1e6,3.842E-5
1.200,4.500,501.2e6,4.837E-5
1.200,4.500,631.0e6,6.089E-5
1.200,4.500,794.3e6,7.665E-5
1.200,4.500,1.000e9,9.650E-5
1.200,4.500,1.259e9,1.215E-4
1.200,4.500,1.585e9,1.529E-4
1.200,4.500,1.995e9,1.925E-4
1.200,4.500,2.512e9,2.424E-4
1.200,4.500,3.162e9,3.052E-4
1.200,4.500,3.981e9,3.842E-4
1.200,4.500,5.012e9,4.837E-4
1.200,4.500,6.310e9,0.001
1.200,4.500,7.943e9,0.001
1.200,4.500,10.00e9,0.001
1.200,4.600,100.0e3,2.488E-7
1.200,4.600,125.9e3,2.489E-7
1.200,4.600,158.5e3,2.491E-7
1.200,4.600,199.5e3,2.494E-7
1.200,4.600,251.2e3,2.498E-7
1.200,4.600,316.2e3,2.505E-7
1.200,4.600,398.1e3,2.516E-7
1.200,4.600,501.2e3,2.533E-7
1.200,4.600,631.0e3,2.560E-7
1.200,4.600,794.3e3,2.602E-7
1.200,4.600,1.000e6,2.668E-7
1.200,4.600,1.259e6,2.769E-7
1.200,4.600,1.585e6,2.922E-7
1.200,4.600,1.995e6,3.149E-7
1.200,4.600,2.512e6,3.478E-7
1.200,4.600,3.162e6,3.944E-7
1.200,4.600,3.981e6,4.587E-7
1.200,4.600,5.012e6,5.452E-7
1.200,4.600,6.310e6,6.596E-7
1.200,4.600,7.943e6,8.083E-7
1.200,4.600,10.00e6,9.996E-7
1.200,4.600,12.59e6,1.244E-6
1.200,4.600,15.85e6,1.555E-6
1.200,4.600,19.95e6,1.948E-6
1.200,4.600,25.12e6,2.445E-6
1.200,4.600,31.62e6,3.072E-6
1.200,4.600,39.81e6,3.863E-6
1.200,4.600,50.12e6,4.859E-6
1.200,4.600,63.10e6,6.114E-6
1.200,4.600,79.43e6,7.695E-6
1.200,4.600,100.0e6,9.685E-6
1.200,4.600,125.9e6,1.219E-5
1.200,4.600,158.5e6,1.535E-5
1.200,4.600,199.5e6,1.932E-5
1.200,4.600,251.2e6,2.432E-5
1.200,4.600,316.2e6,3.062E-5
1.200,4.600,398.1e6,3.855E-5
1.200,4.600,501.2e6,4.853E-5
1.200,4.600,631.0e6,6.109E-5
1.200,4.600,794.3e6,7.691E-5
1.200,4.600,1.000e9,9.682E-5
1.200,4.600,1.259e9,1.219E-4
1.200,4.600,1.585e9,1.535E-4
1.200,4.600,1.995e9,1.932E-4
1.200,4.600,2.512e9,2.432E-4
1.200,4.600,3.162e9,3.062E-4
1.200,4.600,3.981e9,3.855E-4
1.200,4.600,5.012e9,4.853E-4
1.200,4.600,6.310e9,0.001
1.200,4.600,7.943e9,0.001
1.200,4.600,10.00e9,0.001
1.200,4.700,100.0e3,2.488E-7
1.200,4.700,125.9e3,2.489E-7
1.200,4.700,158.5e3,2.491E-7
1.200,4.700,199.5e3,2.494E-7
1.200,4.700,251.2e3,2.498E-7
1.200,4.700,316.2e3,2.505E-7
1.200,4.700,398.1e3,2.516E-7
1.200,4.700,501.2e3,2.533E-7
1.200,4.700,631.0e3,2.561E-7
1.200,4.700,794.3e3,2.603E-7
1.200,4.700,1.000e6,2.669E-7
1.200,4.700,1.259e6,2.771E-7
1.200,4.700,1.585e6,2.924E-7
1.200,4.700,1.995e6,3.152E-7
1.200,4.700,2.512e6,3.483E-7
1.200,4.700,3.162e6,3.952E-7
1.200,4.700,3.981e6,4.597E-7
1.200,4.700,5.012e6,5.466E-7
1.200,4.700,6.310e6,6.613E-7
1.200,4.700,7.943e6,8.106E-7
1.200,4.700,10.00e6,1.003E-6
1.200,4.700,12.59e6,1.248E-6
1.200,4.700,15.85e6,1.559E-6
1.200,4.700,19.95e6,1.954E-6
1.200,4.700,25.12e6,2.452E-6
1.200,4.700,31.62e6,3.081E-6
1.200,4.700,39.81e6,3.875E-6
1.200,4.700,50.12e6,4.874E-6
1.200,4.700,63.10e6,6.133E-6
1.200,4.700,79.43e6,7.719E-6
1.200,4.700,100.0e6,9.716E-6
1.200,4.700,125.9e6,1.223E-5
1.200,4.700,158.5e6,1.540E-5
1.200,4.700,199.5e6,1.938E-5
1.200,4.700,251.2e6,2.440E-5
1.200,4.700,316.2e6,3.071E-5
1.200,4.700,398.1e6,3.867E-5
1.200,4.700,501.2e6,4.868E-5
1.200,4.700,631.0e6,6.128E-5
1.200,4.700,794.3e6,7.715E-5
1.200,4.700,1.000e9,9.713E-5
1.200,4.700,1.259e9,1.223E-4
1.200,4.700,1.585e9,1.539E-4
1.200,4.700,1.995e9,1.938E-4
1.200,4.700,2.512e9,2.440E-4
1.200,4.700,3.162e9,3.071E-4
1.200,4.700,3.981e9,3.867E-4
1.200,4.700,5.012e9,4.868E-4
1.200,4.700,6.310e9,0.001
1.200,4.700,7.943e9,0.001
1.200,4.700,10.00e9,0.001
1.200,4.800,100.0e3,2.488E-7
1.200,4.800,125.9e3,2.489E-7
1.200,4.800,158.5e3,2.491E-7
1.200,4.800,199.5e3,2.494E-7
1.200,4.800,251.2e3,2.498E-7
1.200,4.800,316.2e3,2.505E-7
1.200,4.800,398.1e3,2.516E-7
1.200,4.800,501.2e3,2.534E-7
1.200,4.800,631.0e3,2.561E-7
1.200,4.800,794.3e3,2.604E-7
1.200,4.800,1.000e6,2.670E-7
1.200,4.800,1.259e6,2.772E-7
1.200,4.800,1.585e6,2.927E-7
1.200,4.800,1.995e6,3.156E-7
1.200,4.800,2.512e6,3.488E-7
1.200,4.800,3.162e6,3.959E-7
1.200,4.800,3.981e6,4.607E-7
1.200,4.800,5.012e6,5.479E-7
1.200,4.800,6.310e6,6.630E-7
1.200,4.800,7.943e6,8.127E-7
1.200,4.800,10.00e6,1.005E-6
1.200,4.800,12.59e6,1.251E-6
1.200,4.800,15.85e6,1.564E-6
1.200,4.800,19.95e6,1.960E-6
1.200,4.800,25.12e6,2.460E-6
1.200,4.800,31.62e6,3.091E-6
1.200,4.800,39.81e6,3.886E-6
1.200,4.800,50.12e6,4.889E-6
1.200,4.800,63.10e6,6.151E-6
1.200,4.800,79.43e6,7.742E-6
1.200,4.800,100.0e6,9.745E-6
1.200,4.800,125.9e6,1.227E-5
1.200,4.800,158.5e6,1.544E-5
1.200,4.800,199.5e6,1.944E-5
1.200,4.800,251.2e6,2.447E-5
1.200,4.800,316.2e6,3.081E-5
1.200,4.800,398.1e6,3.878E-5
1.200,4.800,501.2e6,4.882E-5
1.200,4.800,631.0e6,6.146E-5
1.200,4.800,794.3e6,7.738E-5
1.200,4.800,1.000e9,9.741E-5
1.200,4.800,1.259e9,1.226E-4
1.200,4.800,1.585e9,1.544E-4
1.200,4.800,1.995e9,1.944E-4
1.200,4.800,2.512e9,2.447E-4
1.200,4.800,3.162e9,3.081E-4
1.200,4.800,3.981e9,3.878E-4
1.200,4.800,5.012e9,4.882E-4
1.200,4.800,6.310e9,0.001
1.200,4.800,7.943e9,0.001
1.200,4.800,10.00e9,0.001
1.200,4.900,100.0e3,2.488E-7
1.200,4.900,125.9e3,2.489E-7
1.200,4.900,158.5e3,2.491E-7
1.200,4.900,199.5e3,2.494E-7
1.200,4.900,251.2e3,2.498E-7
1.200,4.900,316.2e3,2.505E-7
1.200,4.900,398.1e3,2.516E-7
1.200,4.900,501.2e3,2.534E-7
1.200,4.900,631.0e3,2.562E-7
1.200,4.900,794.3e3,2.605E-7
1.200,4.900,1.000e6,2.671E-7
1.200,4.900,1.259e6,2.774E-7
1.200,4.900,1.585e6,2.929E-7
1.200,4.900,1.995e6,3.159E-7
1.200,4.900,2.512e6,3.493E-7
1.200,4.900,3.162e6,3.965E-7
1.200,4.900,3.981e6,4.616E-7
1.200,4.900,5.012e6,5.491E-7
1.200,4.900,6.310e6,6.646E-7
1.200,4.900,7.943e6,8.148E-7
1.200,4.900,10.00e6,1.008E-6
1.200,4.900,12.59e6,1.255E-6
1.200,4.900,15.85e6,1.568E-6
1.200,4.900,19.95e6,1.965E-6
1.200,4.900,25.12e6,2.466E-6
1.200,4.900,31.62e6,3.099E-6
1.200,4.900,39.81e6,3.897E-6
1.200,4.900,50.12e6,4.902E-6
1.200,4.900,63.10e6,6.169E-6
1.200,4.900,79.43e6,7.764E-6
1.200,4.900,100.0e6,9.772E-6
1.200,4.900,125.9e6,1.230E-5
1.200,4.900,158.5e6,1.548E-5
1.200,4.900,199.5e6,1.949E-5
1.200,4.900,251.2e6,2.454E-5
1.200,4.900,316.2e6,3.089E-5
1.200,4.900,398.1e6,3.889E-5
1.200,4.900,501.2e6,4.896E-5
1.200,4.900,631.0e6,6.164E-5
1.200,4.900,794.3e6,7.760E-5
1.200,4.900,1.000e9,9.769E-5
1.200,4.900,1.259e9,1.230E-4
1.200,4.900,1.585e9,1.548E-4
1.200,4.900,1.995e9,1.949E-4
1.200,4.900,2.512e9,2.454E-4
1.200,4.900,3.162e9,3.089E-4
1.200,4.900,3.981e9,3.889E-4
1.200,4.900,5.012e9,4.896E-4
1.200,4.900,6.310e9,0.001
1.200,4.900,7.943e9,0.001
1.200,4.900,10.00e9,0.001
1.200,5.000,100.0e3,2.488E-7
1.200,5.000,125.9e3,2.489E-7
1.200,5.000,158.5e3,2.491E-7
1.200,5.000,199.5e3,2.494E-7
1.200,5.000,251.2e3,2.498E-7
1.200,5.000,316.2e3,2.505E-7
1.200,5.000,398.1e3,2.517E-7
1.200,5.000,501.2e3,2.534E-7
1.200,5.000,631.0e3,2.562E-7
1.200,5.000,794.3e3,2.605E-7
1.200,5.000,1.000e6,2.672E-7
1.200,5.000,1.259e6,2.775E-7
1.200,5.000,1.585e6,2.931E-7
1.200,5.000,1.995e6,3.162E-7
1.200,5.000,2.512e6,3.498E-7
1.200,5.000,3.162e6,3.972E-7
1.200,5.000,3.981e6,4.625E-7
1.200,5.000,5.012e6,5.503E-7
1.200,5.000,6.310e6,6.662E-7
1.200,5.000,7.943e6,8.168E-7
1.200,5.000,10.00e6,1.011E-6
1.200,5.000,12.59e6,1.258E-6
1.200,5.000,15.85e6,1.572E-6
1.200,5.000,19.95e6,1.970E-6
1.200,5.000,25.12e6,2.473E-6
1.200,5.000,31.62e6,3.107E-6
1.200,5.000,39.81e6,3.907E-6
1.200,5.000,50.12e6,4.915E-6
1.200,5.000,63.10e6,6.185E-6
1.200,5.000,79.43e6,7.784E-6
1.200,5.000,100.0e6,9.798E-6
1.200,5.000,125.9e6,1.233E-5
1.200,5.000,158.5e6,1.553E-5
1.200,5.000,199.5e6,1.955E-5
1.200,5.000,251.2e6,2.460E-5
1.200,5.000,316.2e6,3.098E-5
1.200,5.000,398.1e6,3.900E-5
1.200,5.000,501.2e6,4.909E-5
1.200,5.000,631.0e6,6.180E-5
1.200,5.000,794.3e6,7.780E-5
1.200,5.000,1.000e9,9.795E-5
1.200,5.000,1.259e9,1.233E-4
1.200,5.000,1.585e9,1.552E-4
1.200,5.000,1.995e9,1.954E-4
1.200,5.000,2.512e9,2.460E-4
1.200,5.000,3.162e9,3.097E-4
1.200,5.000,3.981e9,3.899E-4
1.200,5.000,5.012e9,4.909E-4
1.200,5.000,6.310e9,0.001
1.200,5.000,7.943e9,0.001
1.200,5.000,10.00e9,0.001
1.300,0.000,100.0e3,0.000
1.300,0.000,125.9e3,0.000
1.300,0.000,158.5e3,0.000
1.300,0.000,199.5e3,0.000
1.300,0.000,251.2e3,0.000
1.300,0.000,316.2e3,0.000
1.300,0.000,398.1e3,0.000
1.300,0.000,501.2e3,0.000
1.300,0.000,631.0e3,0.000
1.300,0.000,794.3e3,0.000
1.300,0.000,1.000e6,0.000
1.300,0.000,1.259e6,0.000
1.300,0.000,1.585e6,0.000
1.300,0.000,1.995e6,0.000
1.300,0.000,2.512e6,0.000
1.300,0.000,3.162e6,0.000
1.300,0.000,3.981e6,0.000
1.300,0.000,5.012e6,0.000
1.300,0.000,6.310e6,0.000
1.300,0.000,7.943e6,0.000
1.300,0.000,10.00e6,0.000
1.300,0.000,12.59e6,0.000
1.300,0.000,15.85e6,0.000
1.300,0.000,19.95e6,0.000
1.300,0.000,25.12e6,0.000
1.300,0.000,31.62e6,0.000
1.300,0.000,39.81e6,0.000
1.300,0.000,50.12e6,0.000
1.300,0.000,63.10e6,0.000
1.300,0.000,79.43e6,0.000
1.300,0.000,100.0e6,0.000
1.300,0.000,125.9e6,0.000
1.300,0.000,158.5e6,0.000
1.300,0.000,199.5e6,0.000
1.300,0.000,251.2e6,0.000
1.300,0.000,316.2e6,0.000
1.300,0.000,398.1e6,0.000
1.300,0.000,501.2e6,0.000
1.300,0.000,631.0e6,0.000
1.300,0.000,794.3e6,0.000
1.300,0.000,1.000e9,0.000
1.300,0.000,1.259e9,0.000
1.300,0.000,1.585e9,0.000
1.300,0.000,1.995e9,0.000
1.300,0.000,2.512e9,0.000
1.300,0.000,3.162e9,0.000
1.300,0.000,3.981e9,0.000
1.300,0.000,5.012e9,0.000
1.300,0.000,6.310e9,0.000
1.300,0.000,7.943e9,0.000
1.300,0.000,10.00e9,0.000
1.300,0.100,100.0e3,2.072E-8
1.300,0.100,125.9e3,2.072E-8
1.300,0.100,158.5e3,2.072E-8
1.300,0.100,199.5e3,2.072E-8
1.300,0.100,251.2e3,2.072E-8
1.300,0.100,316.2e3,2.072E-8
1.300,0.100,398.1e3,2.072E-8
1.300,0.100,501.2e3,2.072E-8
1.300,0.100,631.0e3,2.072E-8
1.300,0.100,794.3e3,2.072E-8
1.300,0.100,1.000e6,2.072E-8
1.300,0.100,1.259e6,2.072E-8
1.300,0.100,1.585e6,2.072E-8
1.300,0.100,1.995e6,2.072E-8
1.300,0.100,2.512e6,2.072E-8
1.300,0.100,3.162e6,2.072E-8
1.300,0.100,3.981e6,2.072E-8
1.300,0.100,5.012e6,2.072E-8
1.300,0.100,6.310e6,2.072E-8
1.300,0.100,7.943e6,2.072E-8
1.300,0.100,10.00e6,2.072E-8
1.300,0.100,12.59e6,2.072E-8
1.300,0.100,15.85e6,2.072E-8
1.300,0.100,19.95e6,2.072E-8
1.300,0.100,25.12e6,2.072E-8
1.300,0.100,31.62e6,2.072E-8
1.300,0.100,39.81e6,2.072E-8
1.300,0.100,50.12e6,2.072E-8
1.300,0.100,63.10e6,2.072E-8
1.300,0.100,79.43e6,2.072E-8
1.300,0.100,100.0e6,2.072E-8
1.300,0.100,125.9e6,2.072E-8
1.300,0.100,158.5e6,2.072E-8
1.300,0.100,199.5e6,2.072E-8
1.300,0.100,251.2e6,2.072E-8
1.300,0.100,316.2e6,2.072E-8
1.300,0.100,398.1e6,2.072E-8
1.300,0.100,501.2e6,2.072E-8
1.300,0.100,631.0e6,2.072E-8
1.300,0.100,794.3e6,2.072E-8
1.300,0.100,1.000e9,2.072E-8
1.300,0.100,1.259e9,2.072E-8
1.300,0.100,1.585e9,2.072E-8
1.300,0.100,1.995e9,2.072E-8
1.300,0.100,2.512e9,2.072E-8
1.300,0.100,3.162e9,2.072E-8
1.300,0.100,3.981e9,2.072E-8
1.300,0.100,5.012e9,2.072E-8
1.300,0.100,6.310e9,2.072E-8
1.300,0.100,7.943e9,2.072E-8
1.300,0.100,10.00e9,2.072E-8
1.300,0.200,100.0e3,4.144E-8
1.300,0.200,125.9e3,4.144E-8
1.300,0.200,158.5e3,4.144E-8
1.300,0.200,199.5e3,4.144E-8
1.300,0.200,251.2e3,4.144E-8
1.300,0.200,316.2e3,4.144E-8
1.300,0.200,398.1e3,4.144E-8
1.300,0.200,501.2e3,4.144E-8
1.300,0.200,631.0e3,4.144E-8
1.300,0.200,794.3e3,4.144E-8
1.300,0.200,1.000e6,4.144E-8
1.300,0.200,1.259e6,4.144E-8
1.300,0.200,1.585e6,4.144E-8
1.300,0.200,1.995e6,4.144E-8
1.300,0.200,2.512e6,4.144E-8
1.300,0.200,3.162e6,4.144E-8
1.300,0.200,3.981e6,4.144E-8
1.300,0.200,5.012e6,4.144E-8
1.300,0.200,6.310e6,4.144E-8
1.300,0.200,7.943e6,4.144E-8
1.300,0.200,10.00e6,4.144E-8
1.300,0.200,12.59e6,4.144E-8
1.300,0.200,15.85e6,4.144E-8
1.300,0.200,19.95e6,4.144E-8
1.300,0.200,25.12e6,4.144E-8
1.300,0.200,31.62e6,4.144E-8
1.300,0.200,39.81e6,4.144E-8
1.300,0.200,50.12e6,4.144E-8
1.300,0.200,63.10e6,4.144E-8
1.300,0.200,79.43e6,4.144E-8
1.300,0.200,100.0e6,4.144E-8
1.300,0.200,125.9e6,4.144E-8
1.300,0.200,158.5e6,4.144E-8
1.300,0.200,199.5e6,4.144E-8
1.300,0.200,251.2e6,4.144E-8
1.300,0.200,316.2e6,4.144E-8
1.300,0.200,398.1e6,4.144E-8
1.300,0.200,501.2e6,4.144E-8
1.300,0.200,631.0e6,4.144E-8
1.300,0.200,794.3e6,4.144E-8
1.300,0.200,1.000e9,4.144E-8
1.300,0.200,1.259e9,4.144E-8
1.300,0.200,1.585e9,4.144E-8
1.300,0.200,1.995e9,4.144E-8
1.300,0.200,2.512e9,4.144E-8
1.300,0.200,3.162e9,4.144E-8
1.300,0.200,3.981e9,4.144E-8
1.300,0.200,5.012e9,4.144E-8
1.300,0.200,6.310e9,4.144E-8
1.300,0.200,7.943e9,4.144E-8
1.300,0.200,10.00e9,4.144E-8
1.300,0.300,100.0e3,6.216E-8
1.300,0.300,125.9e3,6.216E-8
1.300,0.300,158.5e3,6.216E-8
1.300,0.300,199.5e3,6.216E-8
1.300,0.300,251.2e3,6.216E-8
1.300,0.300,316.2e3,6.216E-8
1.300,0.300,398.1e3,6.216E-8
1.300,0.300,501.2e3,6.216E-8
1.300,0.300,631.0e3,6.216E-8
1.300,0.300,794.3e3,6.216E-8
1.300,0.300,1.000e6,6.216E-8
1.300,0.300,1.259e6,6.216E-8
1.300,0.300,1.585e6,6.216E-8
1.300,0.300,1.995e6,6.216E-8
1.300,0.300,2.512e6,6.216E-8
1.300,0.300,3.162e6,6.216E-8
1.300,0.300,3.981e6,6.216E-8
1.300,0.300,5.012e6,6.216E-8
1.300,0.300,6.310e6,6.216E-8
1.300,0.300,7.943e6,6.216E-8
1.300,0.300,10.00e6,6.216E-8
1.300,0.300,12.59e6,6.216E-8
1.300,0.300,15.85e6,6.216E-8
1.300,0.300,19.95e6,6.216E-8
1.300,0.300,25.12e6,6.216E-8
1.300,0.300,31.62e6,6.216E-8
1.300,0.300,39.81e6,6.216E-8
1.300,0.300,50.12e6,6.216E-8
1.300,0.300,63.10e6,6.216E-8
1.300,0.300,79.43e6,6.216E-8
1.300,0.300,100.0e6,6.216E-8
1.300,0.300,125.9e6,6.216E-8
1.300,0.300,158.5e6,6.216E-8
1.300,0.300,199.5e6,6.216E-8
1.300,0.300,251.2e6,6.216E-8
1.300,0.300,316.2e6,6.216E-8
1.300,0.300,398.1e6,6.216E-8
1.300,0.300,501.2e6,6.216E-8
1.300,0.300,631.0e6,6.216E-8
1.300,0.300,794.3e6,6.216E-8
1.300,0.300,1.000e9,6.216E-8
1.300,0.300,1.259e9,6.216E-8
1.300,0.300,1.585e9,6.216E-8
1.300,0.300,1.995e9,6.216E-8
1.300,0.300,2.512e9,6.216E-8
1.300,0.300,3.162e9,6.216E-8
1.300,0.300,3.981e9,6.216E-8
1.300,0.300,5.012e9,6.216E-8
1.300,0.300,6.310e9,6.216E-8
1.300,0.300,7.943e9,6.216E-8
1.300,0.300,10.00e9,6.216E-8
1.300,0.400,100.0e3,8.288E-8
1.300,0.400,125.9e3,8.288E-8
1.300,0.400,158.5e3,8.288E-8
1.300,0.400,199.5e3,8.288E-8
1.300,0.400,251.2e3,8.288E-8
1.300,0.400,316.2e3,8.288E-8
1.300,0.400,398.1e3,8.288E-8
1.300,0.400,501.2e3,8.288E-8
1.300,0.400,631.0e3,8.288E-8
1.300,0.400,794.3e3,8.288E-8
1.300,0.400,1.000e6,8.288E-8
1.300,0.400,1.259e6,8.288E-8
1.300,0.400,1.585e6,8.288E-8
1.300,0.400,1.995e6,8.288E-8
1.300,0.400,2.512e6,8.288E-8
1.300,0.400,3.162e6,8.288E-8
1.300,0.400,3.981e6,8.288E-8
1.300,0.400,5.012e6,8.288E-8
1.300,0.400,6.310e6,8.288E-8
1.300,0.400,7.943e6,8.288E-8
1.300,0.400,10.00e6,8.288E-8
1.300,0.400,12.59e6,8.288E-8
1.300,0.400,15.85e6,8.288E-8
1.300,0.400,19.95e6,8.288E-8
1.300,0.400,25.12e6,8.288E-8
1.300,0.400,31.62e6,8.288E-8
1.300,0.400,39.81e6,8.288E-8
1.300,0.400,50.12e6,8.288E-8
1.300,0.400,63.10e6,8.288E-8
1.300,0.400,79.43e6,8.288E-8
1.300,0.400,100.0e6,8.288E-8
1.300,0.400,125.9e6,8.288E-8
1.300,0.400,158.5e6,8.288E-8
1.300,0.400,199.5e6,8.288E-8
1.300,0.400,251.2e6,8.288E-8
1.300,0.400,316.2e6,8.288E-8
1.300,0.400,398.1e6,8.288E-8
1.300,0.400,501.2e6,8.288E-8
1.300,0.400,631.0e6,8.288E-8
1.300,0.400,794.3e6,8.288E-8
1.300,0.400,1.000e9,8.288E-8
1.300,0.400,1.259e9,8.288E-8
1.300,0.400,1.585e9,8.288E-8
1.300,0.400,1.995e9,8.288E-8
1.300,0.400,2.512e9,8.288E-8
1.300,0.400,3.162e9,8.288E-8
1.300,0.400,3.981e9,8.288E-8
1.300,0.400,5.012e9,8.288E-8
1.300,0.400,6.310e9,8.288E-8
1.300,0.400,7.943e9,8.288E-8
1.300,0.400,10.00e9,8.288E-8
1.300,0.500,100.0e3,1.036E-7
1.300,0.500,125.9e3,1.036E-7
1.300,0.500,158.5e3,1.036E-7
1.300,0.500,199.5e3,1.036E-7
1.300,0.500,251.2e3,1.036E-7
1.300,0.500,316.2e3,1.036E-7
1.300,0.500,398.1e3,1.036E-7
1.300,0.500,501.2e3,1.036E-7
1.300,0.500,631.0e3,1.036E-7
1.300,0.500,794.3e3,1.036E-7
1.300,0.500,1.000e6,1.036E-7
1.300,0.500,1.259e6,1.036E-7
1.300,0.500,1.585e6,1.036E-7
1.300,0.500,1.995e6,1.036E-7
1.300,0.500,2.512e6,1.036E-7
1.300,0.500,3.162e6,1.036E-7
1.300,0.500,3.981e6,1.036E-7
1.300,0.500,5.012e6,1.036E-7
1.300,0.500,6.310e6,1.036E-7
1.300,0.500,7.943e6,1.036E-7
1.300,0.500,10.00e6,1.036E-7
1.300,0.500,12.59e6,1.036E-7
1.300,0.500,15.85e6,1.036E-7
1.300,0.500,19.95e6,1.036E-7
1.300,0.500,25.12e6,1.036E-7
1.300,0.500,31.62e6,1.036E-7
1.300,0.500,39.81e6,1.036E-7
1.300,0.500,50.12e6,1.036E-7
1.300,0.500,63.10e6,1.036E-7
1.300,0.500,79.43e6,1.036E-7
1.300,0.500,100.0e6,1.036E-7
1.300,0.500,125.9e6,1.036E-7
1.300,0.500,158.5e6,1.036E-7
1.300,0.500,199.5e6,1.036E-7
1.300,0.500,251.2e6,1.036E-7
1.300,0.500,316.2e6,1.036E-7
