"vd_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc]
Num. Points : [51]
Matrix Size : scalar
Type : Real","vg_dc
References : ['mag(AC.I_Probe1.i)']
Dependency : [vd_dc,vg_dc]
Num. Points : [51,51]
Matrix Size : scalar
Type : Real","freq
References : ['mag(AC.I_Probe1.i)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","mag(AC.I_Probe1.i)
References : []
Dependency : [vd_dc,vg_dc,freq]
Num. Points : [51,51,51]
Matrix Size : scalar
Type : Real"
vd_dc, vg_dc, freq, ids_ac
4.800,4.500,158.5e3,9.323E-7
4.800,4.500,199.5e3,9.323E-7
4.800,4.500,251.2e3,9.323E-7
4.800,4.500,316.2e3,9.323E-7
4.800,4.500,398.1e3,9.323E-7
4.800,4.500,501.2e3,9.323E-7
4.800,4.500,631.0e3,9.323E-7
4.800,4.500,794.3e3,9.323E-7
4.800,4.500,1.000e6,9.323E-7
4.800,4.500,1.259e6,9.323E-7
4.800,4.500,1.585e6,9.323E-7
4.800,4.500,1.995e6,9.323E-7
4.800,4.500,2.512e6,9.323E-7
4.800,4.500,3.162e6,9.323E-7
4.800,4.500,3.981e6,9.323E-7
4.800,4.500,5.012e6,9.323E-7
4.800,4.500,6.310e6,9.323E-7
4.800,4.500,7.943e6,9.323E-7
4.800,4.500,10.00e6,9.323E-7
4.800,4.500,12.59e6,9.323E-7
4.800,4.500,15.85e6,9.323E-7
4.800,4.500,19.95e6,9.323E-7
4.800,4.500,25.12e6,9.323E-7
4.800,4.500,31.62e6,9.323E-7
4.800,4.500,39.81e6,9.323E-7
4.800,4.500,50.12e6,9.323E-7
4.800,4.500,63.10e6,9.323E-7
4.800,4.500,79.43e6,9.323E-7
4.800,4.500,100.0e6,9.323E-7
4.800,4.500,125.9e6,9.323E-7
4.800,4.500,158.5e6,9.323E-7
4.800,4.500,199.5e6,9.323E-7
4.800,4.500,251.2e6,9.323E-7
4.800,4.500,316.2e6,9.323E-7
4.800,4.500,398.1e6,9.323E-7
4.800,4.500,501.2e6,9.323E-7
4.800,4.500,631.0e6,9.323E-7
4.800,4.500,794.3e6,9.323E-7
4.800,4.500,1.000e9,9.323E-7
4.800,4.500,1.259e9,9.323E-7
4.800,4.500,1.585e9,9.323E-7
4.800,4.500,1.995e9,9.323E-7
4.800,4.500,2.512e9,9.323E-7
4.800,4.500,3.162e9,9.323E-7
4.800,4.500,3.981e9,9.323E-7
4.800,4.500,5.012e9,9.323E-7
4.800,4.500,6.310e9,9.323E-7
4.800,4.500,7.943e9,9.323E-7
4.800,4.500,10.00e9,9.323E-7
4.800,4.600,100.0e3,9.531E-7
4.800,4.600,125.9e3,9.531E-7
4.800,4.600,158.5e3,9.531E-7
4.800,4.600,199.5e3,9.531E-7
4.800,4.600,251.2e3,9.531E-7
4.800,4.600,316.2e3,9.531E-7
4.800,4.600,398.1e3,9.531E-7
4.800,4.600,501.2e3,9.531E-7
4.800,4.600,631.0e3,9.531E-7
4.800,4.600,794.3e3,9.531E-7
4.800,4.600,1.000e6,9.531E-7
4.800,4.600,1.259e6,9.531E-7
4.800,4.600,1.585e6,9.531E-7
4.800,4.600,1.995e6,9.531E-7
4.800,4.600,2.512e6,9.531E-7
4.800,4.600,3.162e6,9.531E-7
4.800,4.600,3.981e6,9.531E-7
4.800,4.600,5.012e6,9.531E-7
4.800,4.600,6.310e6,9.531E-7
4.800,4.600,7.943e6,9.531E-7
4.800,4.600,10.00e6,9.531E-7
4.800,4.600,12.59e6,9.531E-7
4.800,4.600,15.85e6,9.531E-7
4.800,4.600,19.95e6,9.531E-7
4.800,4.600,25.12e6,9.531E-7
4.800,4.600,31.62e6,9.531E-7
4.800,4.600,39.81e6,9.531E-7
4.800,4.600,50.12e6,9.531E-7
4.800,4.600,63.10e6,9.531E-7
4.800,4.600,79.43e6,9.531E-7
4.800,4.600,100.0e6,9.531E-7
4.800,4.600,125.9e6,9.531E-7
4.800,4.600,158.5e6,9.531E-7
4.800,4.600,199.5e6,9.531E-7
4.800,4.600,251.2e6,9.531E-7
4.800,4.600,316.2e6,9.531E-7
4.800,4.600,398.1e6,9.531E-7
4.800,4.600,501.2e6,9.531E-7
4.800,4.600,631.0e6,9.531E-7
4.800,4.600,794.3e6,9.531E-7
4.800,4.600,1.000e9,9.531E-7
4.800,4.600,1.259e9,9.531E-7
4.800,4.600,1.585e9,9.531E-7
4.800,4.600,1.995e9,9.531E-7
4.800,4.600,2.512e9,9.531E-7
4.800,4.600,3.162e9,9.531E-7
4.800,4.600,3.981e9,9.531E-7
4.800,4.600,5.012e9,9.531E-7
4.800,4.600,6.310e9,9.531E-7
4.800,4.600,7.943e9,9.531E-7
4.800,4.600,10.00e9,9.531E-7
4.800,4.700,100.0e3,9.738E-7
4.800,4.700,125.9e3,9.738E-7
4.800,4.700,158.5e3,9.738E-7
4.800,4.700,199.5e3,9.738E-7
4.800,4.700,251.2e3,9.738E-7
4.800,4.700,316.2e3,9.738E-7
4.800,4.700,398.1e3,9.738E-7
4.800,4.700,501.2e3,9.738E-7
4.800,4.700,631.0e3,9.738E-7
4.800,4.700,794.3e3,9.738E-7
4.800,4.700,1.000e6,9.738E-7
4.800,4.700,1.259e6,9.738E-7
4.800,4.700,1.585e6,9.738E-7
4.800,4.700,1.995e6,9.738E-7
4.800,4.700,2.512e6,9.738E-7
4.800,4.700,3.162e6,9.738E-7
4.800,4.700,3.981e6,9.738E-7
4.800,4.700,5.012e6,9.738E-7
4.800,4.700,6.310e6,9.738E-7
4.800,4.700,7.943e6,9.738E-7
4.800,4.700,10.00e6,9.738E-7
4.800,4.700,12.59e6,9.738E-7
4.800,4.700,15.85e6,9.738E-7
4.800,4.700,19.95e6,9.738E-7
4.800,4.700,25.12e6,9.738E-7
4.800,4.700,31.62e6,9.738E-7
4.800,4.700,39.81e6,9.738E-7
4.800,4.700,50.12e6,9.738E-7
4.800,4.700,63.10e6,9.738E-7
4.800,4.700,79.43e6,9.738E-7
4.800,4.700,100.0e6,9.738E-7
4.800,4.700,125.9e6,9.738E-7
4.800,4.700,158.5e6,9.738E-7
4.800,4.700,199.5e6,9.738E-7
4.800,4.700,251.2e6,9.738E-7
4.800,4.700,316.2e6,9.738E-7
4.800,4.700,398.1e6,9.738E-7
4.800,4.700,501.2e6,9.738E-7
4.800,4.700,631.0e6,9.738E-7
4.800,4.700,794.3e6,9.738E-7
4.800,4.700,1.000e9,9.738E-7
4.800,4.700,1.259e9,9.738E-7
4.800,4.700,1.585e9,9.738E-7
4.800,4.700,1.995e9,9.738E-7
4.800,4.700,2.512e9,9.738E-7
4.800,4.700,3.162e9,9.738E-7
4.800,4.700,3.981e9,9.738E-7
4.800,4.700,5.012e9,9.738E-7
4.800,4.700,6.310e9,9.738E-7
4.800,4.700,7.943e9,9.738E-7
4.800,4.700,10.00e9,9.738E-7
4.800,4.800,100.0e3,9.945E-7
4.800,4.800,125.9e3,9.945E-7
4.800,4.800,158.5e3,9.945E-7
4.800,4.800,199.5e3,9.945E-7
4.800,4.800,251.2e3,9.945E-7
4.800,4.800,316.2e3,9.945E-7
4.800,4.800,398.1e3,9.945E-7
4.800,4.800,501.2e3,9.945E-7
4.800,4.800,631.0e3,9.945E-7
4.800,4.800,794.3e3,9.945E-7
4.800,4.800,1.000e6,9.945E-7
4.800,4.800,1.259e6,9.945E-7
4.800,4.800,1.585e6,9.945E-7
4.800,4.800,1.995e6,9.945E-7
4.800,4.800,2.512e6,9.945E-7
4.800,4.800,3.162e6,9.945E-7
4.800,4.800,3.981e6,9.945E-7
4.800,4.800,5.012e6,9.945E-7
4.800,4.800,6.310e6,9.945E-7
4.800,4.800,7.943e6,9.945E-7
4.800,4.800,10.00e6,9.945E-7
4.800,4.800,12.59e6,9.945E-7
4.800,4.800,15.85e6,9.945E-7
4.800,4.800,19.95e6,9.945E-7
4.800,4.800,25.12e6,9.945E-7
4.800,4.800,31.62e6,9.945E-7
4.800,4.800,39.81e6,9.945E-7
4.800,4.800,50.12e6,9.945E-7
4.800,4.800,63.10e6,9.945E-7
4.800,4.800,79.43e6,9.945E-7
4.800,4.800,100.0e6,9.945E-7
4.800,4.800,125.9e6,9.945E-7
4.800,4.800,158.5e6,9.945E-7
4.800,4.800,199.5e6,9.945E-7
4.800,4.800,251.2e6,9.945E-7
4.800,4.800,316.2e6,9.945E-7
4.800,4.800,398.1e6,9.945E-7
4.800,4.800,501.2e6,9.945E-7
4.800,4.800,631.0e6,9.945E-7
4.800,4.800,794.3e6,9.945E-7
4.800,4.800,1.000e9,9.945E-7
4.800,4.800,1.259e9,9.945E-7
4.800,4.800,1.585e9,9.945E-7
4.800,4.800,1.995e9,9.945E-7
4.800,4.800,2.512e9,9.945E-7
4.800,4.800,3.162e9,9.945E-7
4.800,4.800,3.981e9,9.945E-7
4.800,4.800,5.012e9,9.945E-7
4.800,4.800,6.310e9,9.945E-7
4.800,4.800,7.943e9,9.945E-7
4.800,4.800,10.00e9,9.945E-7
4.800,4.900,100.0e3,9.945E-7
4.800,4.900,125.9e3,9.945E-7
4.800,4.900,158.5e3,9.945E-7
4.800,4.900,199.5e3,9.945E-7
4.800,4.900,251.2e3,9.945E-7
4.800,4.900,316.2e3,9.945E-7
4.800,4.900,398.1e3,9.945E-7
4.800,4.900,501.2e3,9.945E-7
4.800,4.900,631.0e3,9.945E-7
4.800,4.900,794.3e3,9.945E-7
4.800,4.900,1.000e6,9.945E-7
4.800,4.900,1.259e6,9.945E-7
4.800,4.900,1.585e6,9.945E-7
4.800,4.900,1.995e6,9.946E-7
4.800,4.900,2.512e6,9.946E-7
4.800,4.900,3.162e6,9.947E-7
4.800,4.900,3.981e6,9.948E-7
4.800,4.900,5.012e6,9.949E-7
4.800,4.900,6.310e6,9.952E-7
4.800,4.900,7.943e6,9.955E-7
4.800,4.900,10.00e6,9.962E-7
4.800,4.900,12.59e6,9.971E-7
4.800,4.900,15.85e6,9.986E-7
4.800,4.900,19.95e6,1.001E-6
4.800,4.900,25.12e6,1.005E-6
4.800,4.900,31.62e6,1.011E-6
4.800,4.900,39.81e6,1.020E-6
4.800,4.900,50.12e6,1.035E-6
4.800,4.900,63.10e6,1.058E-6
4.800,4.900,79.43e6,1.094E-6
4.800,4.900,100.0e6,1.148E-6
4.800,4.900,125.9e6,1.228E-6
4.800,4.900,158.5e6,1.347E-6
4.800,4.900,199.5e6,1.515E-6
4.800,4.900,251.2e6,1.749E-6
4.800,4.900,316.2e6,2.066E-6
4.800,4.900,398.1e6,2.488E-6
4.800,4.900,501.2e6,3.038E-6
4.800,4.900,631.0e6,3.748E-6
4.800,4.900,794.3e6,4.657E-6
4.800,4.900,1.000e9,5.814E-6
4.800,4.900,1.259e9,7.279E-6
4.800,4.900,1.585e9,9.132E-6
4.800,4.900,1.995e9,1.147E-5
4.800,4.900,2.512e9,1.442E-5
4.800,4.900,3.162e9,1.814E-5
4.800,4.900,3.981e9,2.283E-5
4.800,4.900,5.012e9,2.872E-5
4.800,4.900,6.310e9,3.615E-5
4.800,4.900,7.943e9,4.551E-5
4.800,4.900,10.00e9,5.729E-5
4.800,5.000,100.0e3,9.945E-7
4.800,5.000,125.9e3,9.945E-7
4.800,5.000,158.5e3,9.945E-7
4.800,5.000,199.5e3,9.945E-7
4.800,5.000,251.2e3,9.945E-7
4.800,5.000,316.2e3,9.945E-7
4.800,5.000,398.1e3,9.945E-7
4.800,5.000,501.2e3,9.945E-7
4.800,5.000,631.0e3,9.945E-7
4.800,5.000,794.3e3,9.945E-7
4.800,5.000,1.000e6,9.946E-7
4.800,5.000,1.259e6,9.946E-7
4.800,5.000,1.585e6,9.947E-7
4.800,5.000,1.995e6,9.947E-7
4.800,5.000,2.512e6,9.949E-7
4.800,5.000,3.162e6,9.951E-7
4.800,5.000,3.981e6,9.955E-7
4.800,5.000,5.012e6,9.960E-7
4.800,5.000,6.310e6,9.969E-7
4.800,5.000,7.943e6,9.983E-7
4.800,5.000,10.00e6,1.000E-6
4.800,5.000,12.59e6,1.004E-6
4.800,5.000,15.85e6,1.009E-6
4.800,5.000,19.95e6,1.018E-6
4.800,5.000,25.12e6,1.032E-6
4.800,5.000,31.62e6,1.053E-6
4.800,5.000,39.81e6,1.085E-6
4.800,5.000,50.12e6,1.135E-6
4.800,5.000,63.10e6,1.210E-6
4.800,5.000,79.43e6,1.319E-6
4.800,5.000,100.0e6,1.476E-6
4.800,5.000,125.9e6,1.696E-6
4.800,5.000,158.5e6,1.995E-6
4.800,5.000,199.5e6,2.394E-6
4.800,5.000,251.2e6,2.916E-6
4.800,5.000,316.2e6,3.591E-6
4.800,5.000,398.1e6,4.457E-6
4.800,5.000,501.2e6,5.559E-6
4.800,5.000,631.0e6,6.957E-6
4.800,5.000,794.3e6,8.725E-6
4.800,5.000,1.000e9,1.096E-5
4.800,5.000,1.259e9,1.377E-5
4.800,5.000,1.585e9,1.732E-5
4.800,5.000,1.995e9,2.180E-5
4.800,5.000,2.512e9,2.743E-5
4.800,5.000,3.162e9,3.452E-5
4.800,5.000,3.981e9,4.346E-5
4.800,5.000,5.012e9,5.470E-5
4.800,5.000,6.310e9,6.886E-5
4.800,5.000,7.943e9,8.669E-5
4.800,5.000,10.00e9,1.091E-4
4.900,0.000,100.0e3,0.000
4.900,0.000,125.9e3,0.000
4.900,0.000,158.5e3,0.000
4.900,0.000,199.5e3,0.000
4.900,0.000,251.2e3,0.000
4.900,0.000,316.2e3,0.000
4.900,0.000,398.1e3,0.000
4.900,0.000,501.2e3,0.000
4.900,0.000,631.0e3,0.000
4.900,0.000,794.3e3,0.000
4.900,0.000,1.000e6,0.000
4.900,0.000,1.259e6,0.000
4.900,0.000,1.585e6,0.000
4.900,0.000,1.995e6,0.000
4.900,0.000,2.512e6,0.000
4.900,0.000,3.162e6,0.000
4.900,0.000,3.981e6,0.000
4.900,0.000,5.012e6,0.000
4.900,0.000,6.310e6,0.000
4.900,0.000,7.943e6,0.000
4.900,0.000,10.00e6,0.000
4.900,0.000,12.59e6,0.000
4.900,0.000,15.85e6,0.000
4.900,0.000,19.95e6,0.000
4.900,0.000,25.12e6,0.000
4.900,0.000,31.62e6,0.000
4.900,0.000,39.81e6,0.000
4.900,0.000,50.12e6,0.000
4.900,0.000,63.10e6,0.000
4.900,0.000,79.43e6,0.000
4.900,0.000,100.0e6,0.000
4.900,0.000,125.9e6,0.000
4.900,0.000,158.5e6,0.000
4.900,0.000,199.5e6,0.000
4.900,0.000,251.2e6,0.000
4.900,0.000,316.2e6,0.000
4.900,0.000,398.1e6,0.000
4.900,0.000,501.2e6,0.000
4.900,0.000,631.0e6,0.000
4.900,0.000,794.3e6,0.000
4.900,0.000,1.000e9,0.000
4.900,0.000,1.259e9,0.000
4.900,0.000,1.585e9,0.000
4.900,0.000,1.995e9,0.000
4.900,0.000,2.512e9,0.000
4.900,0.000,3.162e9,0.000
4.900,0.000,3.981e9,0.000
4.900,0.000,5.012e9,0.000
4.900,0.000,6.310e9,0.000
4.900,0.000,7.943e9,0.000
4.900,0.000,10.00e9,0.000
4.900,0.100,100.0e3,2.072E-8
4.900,0.100,125.9e3,2.072E-8
4.900,0.100,158.5e3,2.072E-8
4.900,0.100,199.5e3,2.072E-8
4.900,0.100,251.2e3,2.072E-8
4.900,0.100,316.2e3,2.072E-8
4.900,0.100,398.1e3,2.072E-8
4.900,0.100,501.2e3,2.072E-8
4.900,0.100,631.0e3,2.072E-8
4.900,0.100,794.3e3,2.072E-8
4.900,0.100,1.000e6,2.072E-8
4.900,0.100,1.259e6,2.072E-8
4.900,0.100,1.585e6,2.072E-8
4.900,0.100,1.995e6,2.072E-8
4.900,0.100,2.512e6,2.072E-8
4.900,0.100,3.162e6,2.072E-8
4.900,0.100,3.981e6,2.072E-8
4.900,0.100,5.012e6,2.072E-8
4.900,0.100,6.310e6,2.072E-8
4.900,0.100,7.943e6,2.072E-8
4.900,0.100,10.00e6,2.072E-8
4.900,0.100,12.59e6,2.072E-8
4.900,0.100,15.85e6,2.072E-8
4.900,0.100,19.95e6,2.072E-8
4.900,0.100,25.12e6,2.072E-8
4.900,0.100,31.62e6,2.072E-8
4.900,0.100,39.81e6,2.072E-8
4.900,0.100,50.12e6,2.072E-8
4.900,0.100,63.10e6,2.072E-8
4.900,0.100,79.43e6,2.072E-8
4.900,0.100,100.0e6,2.072E-8
4.900,0.100,125.9e6,2.072E-8
4.900,0.100,158.5e6,2.072E-8
4.900,0.100,199.5e6,2.072E-8
4.900,0.100,251.2e6,2.072E-8
4.900,0.100,316.2e6,2.072E-8
4.900,0.100,398.1e6,2.072E-8
4.900,0.100,501.2e6,2.072E-8
4.900,0.100,631.0e6,2.072E-8
4.900,0.100,794.3e6,2.072E-8
4.900,0.100,1.000e9,2.072E-8
4.900,0.100,1.259e9,2.072E-8
4.900,0.100,1.585e9,2.072E-8
4.900,0.100,1.995e9,2.072E-8
4.900,0.100,2.512e9,2.072E-8
4.900,0.100,3.162e9,2.072E-8
4.900,0.100,3.981e9,2.072E-8
4.900,0.100,5.012e9,2.072E-8
4.900,0.100,6.310e9,2.072E-8
4.900,0.100,7.943e9,2.072E-8
4.900,0.100,10.00e9,2.072E-8
4.900,0.200,100.0e3,4.144E-8
4.900,0.200,125.9e3,4.144E-8
4.900,0.200,158.5e3,4.144E-8
4.900,0.200,199.5e3,4.144E-8
4.900,0.200,251.2e3,4.144E-8
4.900,0.200,316.2e3,4.144E-8
4.900,0.200,398.1e3,4.144E-8
4.900,0.200,501.2e3,4.144E-8
4.900,0.200,631.0e3,4.144E-8
4.900,0.200,794.3e3,4.144E-8
4.900,0.200,1.000e6,4.144E-8
4.900,0.200,1.259e6,4.144E-8
4.900,0.200,1.585e6,4.144E-8
4.900,0.200,1.995e6,4.144E-8
4.900,0.200,2.512e6,4.144E-8
4.900,0.200,3.162e6,4.144E-8
4.900,0.200,3.981e6,4.144E-8
4.900,0.200,5.012e6,4.144E-8
4.900,0.200,6.310e6,4.144E-8
4.900,0.200,7.943e6,4.144E-8
4.900,0.200,10.00e6,4.144E-8
4.900,0.200,12.59e6,4.144E-8
4.900,0.200,15.85e6,4.144E-8
4.900,0.200,19.95e6,4.144E-8
4.900,0.200,25.12e6,4.144E-8
4.900,0.200,31.62e6,4.144E-8
4.900,0.200,39.81e6,4.144E-8
4.900,0.200,50.12e6,4.144E-8
4.900,0.200,63.10e6,4.144E-8
4.900,0.200,79.43e6,4.144E-8
4.900,0.200,100.0e6,4.144E-8
4.900,0.200,125.9e6,4.144E-8
4.900,0.200,158.5e6,4.144E-8
4.900,0.200,199.5e6,4.144E-8
4.900,0.200,251.2e6,4.144E-8
4.900,0.200,316.2e6,4.144E-8
4.900,0.200,398.1e6,4.144E-8
4.900,0.200,501.2e6,4.144E-8
4.900,0.200,631.0e6,4.144E-8
4.900,0.200,794.3e6,4.144E-8
4.900,0.200,1.000e9,4.144E-8
4.900,0.200,1.259e9,4.144E-8
4.900,0.200,1.585e9,4.144E-8
4.900,0.200,1.995e9,4.144E-8
4.900,0.200,2.512e9,4.144E-8
4.900,0.200,3.162e9,4.144E-8
4.900,0.200,3.981e9,4.144E-8
4.900,0.200,5.012e9,4.144E-8
4.900,0.200,6.310e9,4.144E-8
4.900,0.200,7.943e9,4.144E-8
4.900,0.200,10.00e9,4.144E-8
4.900,0.300,100.0e3,6.216E-8
4.900,0.300,125.9e3,6.216E-8
4.900,0.300,158.5e3,6.216E-8
4.900,0.300,199.5e3,6.216E-8
4.900,0.300,251.2e3,6.216E-8
4.900,0.300,316.2e3,6.216E-8
4.900,0.300,398.1e3,6.216E-8
4.900,0.300,501.2e3,6.216E-8
4.900,0.300,631.0e3,6.216E-8
4.900,0.300,794.3e3,6.216E-8
4.900,0.300,1.000e6,6.216E-8
4.900,0.300,1.259e6,6.216E-8
4.900,0.300,1.585e6,6.216E-8
4.900,0.300,1.995e6,6.216E-8
4.900,0.300,2.512e6,6.216E-8
4.900,0.300,3.162e6,6.216E-8
4.900,0.300,3.981e6,6.216E-8
4.900,0.300,5.012e6,6.216E-8
4.900,0.300,6.310e6,6.216E-8
4.900,0.300,7.943e6,6.216E-8
4.900,0.300,10.00e6,6.216E-8
4.900,0.300,12.59e6,6.216E-8
4.900,0.300,15.85e6,6.216E-8
4.900,0.300,19.95e6,6.216E-8
4.900,0.300,25.12e6,6.216E-8
4.900,0.300,31.62e6,6.216E-8
4.900,0.300,39.81e6,6.216E-8
4.900,0.300,50.12e6,6.216E-8
4.900,0.300,63.10e6,6.216E-8
4.900,0.300,79.43e6,6.216E-8
4.900,0.300,100.0e6,6.216E-8
4.900,0.300,125.9e6,6.216E-8
4.900,0.300,158.5e6,6.216E-8
4.900,0.300,199.5e6,6.216E-8
4.900,0.300,251.2e6,6.216E-8
4.900,0.300,316.2e6,6.216E-8
4.900,0.300,398.1e6,6.216E-8
4.900,0.300,501.2e6,6.216E-8
4.900,0.300,631.0e6,6.216E-8
4.900,0.300,794.3e6,6.216E-8
4.900,0.300,1.000e9,6.216E-8
4.900,0.300,1.259e9,6.216E-8
4.900,0.300,1.585e9,6.216E-8
4.900,0.300,1.995e9,6.216E-8
4.900,0.300,2.512e9,6.216E-8
4.900,0.300,3.162e9,6.216E-8
4.900,0.300,3.981e9,6.216E-8
4.900,0.300,5.012e9,6.216E-8
4.900,0.300,6.310e9,6.216E-8
4.900,0.300,7.943e9,6.216E-8
4.900,0.300,10.00e9,6.216E-8
4.900,0.400,100.0e3,8.288E-8
4.900,0.400,125.9e3,8.288E-8
4.900,0.400,158.5e3,8.288E-8
4.900,0.400,199.5e3,8.288E-8
4.900,0.400,251.2e3,8.288E-8
4.900,0.400,316.2e3,8.288E-8
4.900,0.400,398.1e3,8.288E-8
4.900,0.400,501.2e3,8.288E-8
4.900,0.400,631.0e3,8.288E-8
4.900,0.400,794.3e3,8.288E-8
4.900,0.400,1.000e6,8.288E-8
4.900,0.400,1.259e6,8.288E-8
4.900,0.400,1.585e6,8.288E-8
4.900,0.400,1.995e6,8.288E-8
4.900,0.400,2.512e6,8.288E-8
4.900,0.400,3.162e6,8.288E-8
4.900,0.400,3.981e6,8.288E-8
4.900,0.400,5.012e6,8.288E-8
4.900,0.400,6.310e6,8.288E-8
4.900,0.400,7.943e6,8.288E-8
4.900,0.400,10.00e6,8.288E-8
4.900,0.400,12.59e6,8.288E-8
4.900,0.400,15.85e6,8.288E-8
4.900,0.400,19.95e6,8.288E-8
4.900,0.400,25.12e6,8.288E-8
4.900,0.400,31.62e6,8.288E-8
4.900,0.400,39.81e6,8.288E-8
4.900,0.400,50.12e6,8.288E-8
4.900,0.400,63.10e6,8.288E-8
4.900,0.400,79.43e6,8.288E-8
4.900,0.400,100.0e6,8.288E-8
4.900,0.400,125.9e6,8.288E-8
4.900,0.400,158.5e6,8.288E-8
4.900,0.400,199.5e6,8.288E-8
4.900,0.400,251.2e6,8.288E-8
4.900,0.400,316.2e6,8.288E-8
4.900,0.400,398.1e6,8.288E-8
4.900,0.400,501.2e6,8.288E-8
4.900,0.400,631.0e6,8.288E-8
4.900,0.400,794.3e6,8.288E-8
4.900,0.400,1.000e9,8.288E-8
4.900,0.400,1.259e9,8.288E-8
4.900,0.400,1.585e9,8.288E-8
4.900,0.400,1.995e9,8.288E-8
4.900,0.400,2.512e9,8.288E-8
4.900,0.400,3.162e9,8.288E-8
4.900,0.400,3.981e9,8.288E-8
4.900,0.400,5.012e9,8.288E-8
4.900,0.400,6.310e9,8.288E-8
4.900,0.400,7.943e9,8.288E-8
4.900,0.400,10.00e9,8.288E-8
4.900,0.500,100.0e3,1.036E-7
4.900,0.500,125.9e3,1.036E-7
4.900,0.500,158.5e3,1.036E-7
4.900,0.500,199.5e3,1.036E-7
4.900,0.500,251.2e3,1.036E-7
4.900,0.500,316.2e3,1.036E-7
4.900,0.500,398.1e3,1.036E-7
4.900,0.500,501.2e3,1.036E-7
4.900,0.500,631.0e3,1.036E-7
4.900,0.500,794.3e3,1.036E-7
4.900,0.500,1.000e6,1.036E-7
4.900,0.500,1.259e6,1.036E-7
4.900,0.500,1.585e6,1.036E-7
4.900,0.500,1.995e6,1.036E-7
4.900,0.500,2.512e6,1.036E-7
4.900,0.500,3.162e6,1.036E-7
4.900,0.500,3.981e6,1.036E-7
4.900,0.500,5.012e6,1.036E-7
4.900,0.500,6.310e6,1.036E-7
4.900,0.500,7.943e6,1.036E-7
4.900,0.500,10.00e6,1.036E-7
4.900,0.500,12.59e6,1.036E-7
4.900,0.500,15.85e6,1.036E-7
4.900,0.500,19.95e6,1.036E-7
4.900,0.500,25.12e6,1.036E-7
4.900,0.500,31.62e6,1.036E-7
4.900,0.500,39.81e6,1.036E-7
4.900,0.500,50.12e6,1.036E-7
4.900,0.500,63.10e6,1.036E-7
4.900,0.500,79.43e6,1.036E-7
4.900,0.500,100.0e6,1.036E-7
4.900,0.500,125.9e6,1.036E-7
4.900,0.500,158.5e6,1.036E-7
4.900,0.500,199.5e6,1.036E-7
4.900,0.500,251.2e6,1.036E-7
4.900,0.500,316.2e6,1.036E-7
4.900,0.500,398.1e6,1.036E-7
4.900,0.500,501.2e6,1.036E-7
4.900,0.500,631.0e6,1.036E-7
4.900,0.500,794.3e6,1.036E-7
4.900,0.500,1.000e9,1.036E-7
4.900,0.500,1.259e9,1.036E-7
4.900,0.500,1.585e9,1.036E-7
4.900,0.500,1.995e9,1.036E-7
4.900,0.500,2.512e9,1.036E-7
4.900,0.500,3.162e9,1.036E-7
4.900,0.500,3.981e9,1.036E-7
4.900,0.500,5.012e9,1.036E-7
4.900,0.500,6.310e9,1.036E-7
4.900,0.500,7.943e9,1.036E-7
4.900,0.500,10.00e9,1.036E-7
4.900,0.600,100.0e3,1.243E-7
4.900,0.600,125.9e3,1.243E-7
4.900,0.600,158.5e3,1.243E-7
4.900,0.600,199.5e3,1.243E-7
4.900,0.600,251.2e3,1.243E-7
4.900,0.600,316.2e3,1.243E-7
4.900,0.600,398.1e3,1.243E-7
4.900,0.600,501.2e3,1.243E-7
4.900,0.600,631.0e3,1.243E-7
4.900,0.600,794.3e3,1.243E-7
4.900,0.600,1.000e6,1.243E-7
4.900,0.600,1.259e6,1.243E-7
4.900,0.600,1.585e6,1.243E-7
4.900,0.600,1.995e6,1.243E-7
4.900,0.600,2.512e6,1.243E-7
4.900,0.600,3.162e6,1.243E-7
4.900,0.600,3.981e6,1.243E-7
4.900,0.600,5.012e6,1.243E-7
4.900,0.600,6.310e6,1.243E-7
4.900,0.600,7.943e6,1.243E-7
4.900,0.600,10.00e6,1.243E-7
4.900,0.600,12.59e6,1.243E-7
4.900,0.600,15.85e6,1.243E-7
4.900,0.600,19.95e6,1.243E-7
4.900,0.600,25.12e6,1.243E-7
4.900,0.600,31.62e6,1.243E-7
4.900,0.600,39.81e6,1.243E-7
4.900,0.600,50.12e6,1.243E-7
4.900,0.600,63.10e6,1.243E-7
4.900,0.600,79.43e6,1.243E-7
4.900,0.600,100.0e6,1.243E-7
4.900,0.600,125.9e6,1.243E-7
4.900,0.600,158.5e6,1.243E-7
4.900,0.600,199.5e6,1.243E-7
4.900,0.600,251.2e6,1.243E-7
4.900,0.600,316.2e6,1.243E-7
4.900,0.600,398.1e6,1.243E-7
4.900,0.600,501.2e6,1.243E-7
4.900,0.600,631.0e6,1.243E-7
4.900,0.600,794.3e6,1.243E-7
4.900,0.600,1.000e9,1.243E-7
4.900,0.600,1.259e9,1.243E-7
4.900,0.600,1.585e9,1.243E-7
4.900,0.600,1.995e9,1.243E-7
4.900,0.600,2.512e9,1.243E-7
4.900,0.600,3.162e9,1.243E-7
4.900,0.600,3.981e9,1.243E-7
4.900,0.600,5.012e9,1.243E-7
4.900,0.600,6.310e9,1.243E-7
