"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+6.85337243402E+008, +5.48327426827E-005, +2.73709027055E-003
+6.87976539589E+008, +5.47001658458E-005, +2.74195296932E-003
+6.90615835777E+008, +5.79450884149E-005, +2.75882348658E-003
+6.93255131965E+008, +5.65709541042E-005, +2.76825887755E-003
+6.95894428152E+008, +5.48466943823E-005, +2.77810591156E-003
+6.98533724340E+008, +4.95685167065E-005, +2.79355027718E-003
+7.01173020528E+008, +5.33089508341E-005, +2.80207646485E-003
+7.03812316716E+008, +5.31533528362E-005, +2.80826963546E-003
+7.06451612903E+008, +5.25661697154E-005, +2.82396794248E-003
+7.09090909091E+008, +5.46794663010E-005, +2.83381396791E-003
+7.11730205279E+008, +5.11890628888E-005, +2.84447255281E-003
+7.14369501466E+008, +5.46942701595E-005, +2.85385417374E-003
+7.17008797654E+008, +5.59049888177E-005, +2.86761349051E-003
+7.19648093842E+008, +5.54287538949E-005, +2.87420369650E-003
+7.22287390029E+008, +5.35967147492E-005, +2.88981774072E-003
+7.24926686217E+008, +5.03206486704E-005, +2.90198597037E-003
+7.27565982405E+008, +5.13746112683E-005, +2.91261701653E-003
+7.30205278592E+008, +4.69191633623E-005, +2.92059295699E-003
+7.32844574780E+008, +5.08851352904E-005, +2.93299397991E-003
+7.35483870968E+008, +4.15057711479E-005, +2.94126468147E-003
+7.38123167155E+008, +4.61133766643E-005, +2.95209038206E-003
+7.40762463343E+008, +4.37603304597E-005, +2.96365976142E-003
+7.43401759531E+008, +4.30180520097E-005, +2.97049028258E-003
+7.46041055718E+008, +4.53446524028E-005, +2.98251434937E-003
+7.48680351906E+008, +4.30175730702E-005, +2.98634110737E-003
+7.51319648094E+008, +4.51820987752E-005, +2.99866055848E-003
+7.53958944282E+008, +4.49395022362E-005, +3.01013673077E-003
+7.56598240469E+008, +4.36317753092E-005, +3.01980038086E-003
+7.59237536657E+008, +4.36668901113E-005, +3.03064887139E-003
+7.61876832845E+008, +4.54319797094E-005, +3.04261107708E-003
+7.64516129032E+008, +4.42195834414E-005, +3.05026532118E-003
+7.67155425220E+008, +3.84693682749E-005, +3.06288518250E-003
+7.69794721408E+008, +4.36346791808E-005, +3.06927958600E-003
+7.72434017595E+008, +4.39750051149E-005, +3.08398145336E-003
+7.75073313783E+008, +4.28031164546E-005, +3.09085410043E-003
+7.77712609971E+008, +4.05880611001E-005, +3.10153929365E-003
+7.80351906158E+008, +4.14151988824E-005, +3.11083031329E-003
+7.82991202346E+008, +4.13281314272E-005, +3.12044131513E-003
+7.85630498534E+008, +4.09003763121E-005, +3.12832878104E-003
+7.88269794721E+008, +4.49890903447E-005, +3.13991877908E-003
+7.90909090909E+008, +4.73400586532E-005, +3.15100093586E-003
+7.93548387097E+008, +4.79623426576E-005, +3.16294553863E-003
+7.96187683284E+008, +4.54573667676E-005, +3.17230886883E-003
+7.98826979472E+008, +4.50318957096E-005, +3.18458012278E-003
+8.01466275660E+008, +4.59641298288E-005, +3.19257202550E-003
+8.04105571848E+008, +4.69898992459E-005, +3.20646440400E-003
+8.06744868035E+008, +4.79509164099E-005, +3.21794735518E-003
+8.09384164223E+008, +4.79709519750E-005, +3.22913534316E-003
+8.12023460411E+008, +4.89650716083E-005, +3.23941762963E-003
+8.14662756598E+008, +5.01902995176E-005, +3.25425423913E-003
+8.17302052786E+008, +5.16718384405E-005, +3.26452328472E-003
+8.19941348974E+008, +5.01691080792E-005, +3.27546913634E-003
+8.22580645161E+008, +4.98159501215E-005, +3.28992129111E-003
+8.25219941349E+008, +4.93317508790E-005, +3.29918971815E-003
+8.27859237537E+008, +4.85591935021E-005, +3.31431976483E-003
+8.30498533724E+008, +5.19350997032E-005, +3.32317552580E-003
+8.33137829912E+008, +5.61255403745E-005, +3.33673127517E-003
+8.35777126100E+008, +5.33792496321E-005, +3.34851511862E-003
+8.38416422287E+008, +4.91709934116E-005, +3.35854080330E-003
+8.41055718475E+008, +5.40368875468E-005, +3.37164690576E-003
+8.43695014663E+008, +4.71451674737E-005, +3.38487137732E-003
+8.46334310850E+008, +4.90523939985E-005, +3.39703005564E-003
+8.48973607038E+008, +5.21633346134E-005, +3.40588526552E-003
+8.51612903226E+008, +4.72882085764E-005, +3.41814138846E-003
+8.54252199413E+008, +4.58787656539E-005, +3.42902507182E-003
+8.56891495601E+008, +4.61825952641E-005, +3.44021925266E-003
+8.59530791789E+008, +4.50699194145E-005, +3.45415887712E-003
+8.62170087977E+008, +4.44213391212E-005, +3.45979669957E-003
+8.64809384164E+008, +4.45717417836E-005, +3.47349017146E-003
+8.67448680352E+008, +4.02572598258E-005, +3.48385240407E-003
+8.70087976540E+008, +4.21899228451E-005, +3.49610005863E-003
+8.72727272727E+008, +3.69872714354E-005, +3.50348986427E-003
+8.75366568915E+008, +3.85466915375E-005, +3.51690864665E-003
+8.78005865103E+008, +3.46313901431E-005, +3.52440976449E-003
+8.80645161290E+008, +3.85453507515E-005, +3.53237711121E-003
+8.83284457478E+008, +2.88689658066E-005, +3.54097112518E-003
+8.85923753666E+008, +3.75217927241E-005, +3.54787210701E-003
+8.88563049853E+008, +3.62107834465E-005, +3.55934609477E-003
+8.91202346041E+008, +3.40450768791E-005, +3.56875359321E-003
+8.93841642229E+008, +3.12862378645E-005, +3.57325110646E-003
+8.96480938416E+008, +3.57905660816E-005, +3.58389855155E-003
+8.99120234604E+008, +3.56693803751E-005, +3.59028631585E-003
+9.01759530792E+008, +3.60903727887E-005, +3.60133095542E-003
+9.04398826979E+008, +3.60619572377E-005, +3.61158887504E-003
+9.07038123167E+008, +3.77399465185E-005, +3.61594332511E-003
+9.09677419355E+008, +3.86796824262E-005, +3.62511295301E-003
+9.12316715543E+008, +4.05602806147E-005, +3.64012813853E-003
+9.14956011730E+008, +3.98934035232E-005, +3.64873669489E-003
+9.17595307918E+008, +3.79568552918E-005, +3.66173893255E-003
